# {"t_start": 1586209891.8872426, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,173,2.175617
1.0,171,3.229539
0.0,129,4.081183
3.0,272,5.911634
0.0,129,6.772336
1.0,173,7.79206
0.0,129,8.646651
0.0,129,9.495355
4.0,297,11.426327
1.0,155,12.377512
0.0,129,13.202166
1.0,156,14.169445
0.0,129,15.024633
0.0,127,15.870985
2.0,198,17.161638
2.0,202,18.731157
0.0,125,19.720133
2.0,198,21.163507
0.0,129,22.187335
3.0,248,24.102523
0.0,125,25.079226
0.0,125,26.065121
5.0,350,28.727151
5.0,350,31.644042
2.0,202,32.999933
9.0,404,36.108683
2.0,200,37.808979
5.0,350,40.746867
2.0,202,42.607529
2.0,198,44.013209
5.0,350,46.893806
0.0,129,47.870756
0.0,127,48.908975
1.0,173,50.234168
0.0,129,51.316959
0.0,127,52.400793
4.0,299,54.691053
0.0,127,55.70665
0.0,127,56.650444
0.0,127,57.644312
5.0,350,60.261077
0.0,129,61.288334
3.0,248,63.254326
2.0,202,64.787477
0.0,129,65.825875
0.0,127,66.778661
0.0,129,67.769891
0.0,127,68.817407
0.0,129,69.960096
6.0,396,73.357844
2.0,200,74.794089
0.0,127,75.750977
5.0,326,78.469459
0.0,129,79.45797
2.0,202,80.857452
3.0,248,82.877298
0.0,129,83.889483
9.0,404,87.140678
0.0,129,88.129087
2.0,185,89.480134
0.0,129,90.47357
2.0,200,91.918756
5.0,331,94.597831
1.0,157,95.768704
2.0,221,97.505094
4.0,297,99.783906
6.0,379,102.791197
0.0,129,103.695911
6.0,420,106.898466
4.0,299,109.145703
6.0,398,112.214744
14.0,628,117.295635
0.0,127,118.260314
4.0,262,120.347477
7.0,248,122.069514
1.0,155,123.459291
12.0,487,126.990636
5.0,372,129.903772
0.0,127,130.879847
0.0,125,131.807175
11.0,271,133.845411
9.0,476,137.453104
2.0,185,139.029694
0.0,129,140.024716
8.0,468,143.58452
2.0,224,145.343611
11.0,271,147.374133
3.0,252,149.327614
5.0,310,151.564364
1.0,155,152.695325
4.0,285,154.879935
6.0,367,157.850062
17.0,583,162.785739
8.0,410,167.237221
0.0,127,167.98473
5.0,329,171.085998
8.0,299,173.577126
3.0,272,175.958518
9.0,346,179.067065
14.0,422,182.660504
10.0,515,186.981164
7.0,390,190.383657
12.0,320,192.944949
3.0,232,195.069494
12.0,524,199.914512
0.0,129,201.036707
3.0,252,203.22828
1.0,157,204.422006
1.0,155,205.658223
2.0,187,207.175985
1.0,174,208.692693
13.0,676,214.837129
1.0,174,216.170347
18.0,619,222.130505
4.0,304,224.746284
0.0,127,225.906104
0.0,129,227.053724
2.0,203,228.451476
11.0,381,231.647968
6.0,381,234.801121
11.0,271,236.818788
12.0,497,240.676785
8.0,470,244.004903
8.0,471,247.626764
9.0,330,249.904019
6.0,323,252.442132
0.0,129,253.1053
9.0,347,255.762154
0.0,129,256.668756
16.0,633,262.103154
10.0,547,266.588072
11.0,472,270.378256
6.0,224,271.816838
11.0,271,274.016164
9.0,309,276.48083
19.0,687,281.638368
9.0,348,284.140034
12.0,519,288.01301
12.0,497,291.773676
11.0,271,293.746195
13.0,536,297.831481
7.0,400,300.746839
13.0,488,304.394695
9.0,541,308.346408
