# {"t_start": 1586209891.983483, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
6.0,356,3.279218
1.0,175,4.335524
0.0,127,5.170227
0.0,129,6.024304
0.0,127,6.876289
3.0,270,8.660424
0.0,129,9.503204
0.0,127,10.339513
8.0,374,12.871872
0.0,123,13.698959
9.0,404,16.475074
0.0,127,17.172202
0.0,127,18.038522
0.0,127,18.952801
0.0,129,19.981735
0.0,127,20.968091
0.0,129,21.997703
3.0,248,23.902375
0.0,129,24.911842
5.0,350,27.581511
0.0,129,28.579276
0.0,129,29.610037
2.0,198,31.004811
0.0,125,31.955115
2.0,200,33.565997
5.0,350,36.096806
2.0,202,37.79537
0.0,129,38.819119
0.0,127,40.000555
5.0,350,42.835374
0.0,127,43.811763
0.0,129,44.85401
0.0,129,45.780297
0.0,125,46.715772
0.0,129,47.692026
0.0,127,48.728914
0.0,129,49.729408
0.0,129,50.567931
2.0,202,52.411078
5.0,350,55.340841
2.0,200,56.73236
0.0,129,57.759679
4.0,297,60.037455
0.0,125,60.987135
2.0,202,62.460619
1.0,173,63.988442
0.0,129,65.112553
2.0,198,66.511775
0.0,125,67.463351
0.0,127,68.456916
1.0,174,69.947097
0.0,127,70.993584
0.0,129,72.030434
2.0,202,73.537771
0.0,129,74.520749
1.0,157,75.68934
0.0,129,76.693563
2.0,202,78.338894
3.0,248,80.061182
0.0,129,81.015189
0.0,129,82.020335
1.0,174,83.597735
3.0,248,85.352841
0.0,129,86.299701
5.0,350,89.216214
1.0,157,90.420953
0.0,125,91.361636
2.0,208,92.838536
9.0,404,96.003076
1.0,155,97.344355
0.0,129,98.04358
0.0,129,99.005521
0.0,127,100.00966
1.0,155,101.115957
6.0,348,103.823855
5.0,296,106.056772
11.0,473,109.873567
0.0,129,110.810872
2.0,183,112.047934
1.0,155,113.196583
4.0,282,115.375872
1.0,155,116.502756
1.0,173,117.72718
1.0,173,119.242152
6.0,373,122.345093
4.0,304,124.535811
11.0,271,126.577302
15.0,529,130.664718
2.0,181,131.983655
1.0,154,133.051742
2.0,183,134.578745
3.0,250,136.296023
3.0,229,138.119101
12.0,502,142.235304
11.0,271,144.270609
11.0,472,147.755663
7.0,394,150.804997
1.0,173,152.238057
10.0,476,155.819186
7.0,418,159.229098
8.0,300,162.020363
3.0,234,164.108475
12.0,302,167.236711
0.0,127,168.304593
0.0,129,169.056442
0.0,129,170.213708
12.0,322,173.185204
12.0,493,177.253232
9.0,348,180.374581
3.0,240,182.498844
10.0,396,185.828265
1.0,154,186.984553
0.0,129,187.994482
0.0,129,189.07514
13.0,352,191.940551
7.0,390,195.44167
5.0,326,198.556692
8.0,391,202.09172
5.0,347,204.800865
2.0,204,206.760278
17.0,599,211.85607
11.0,576,217.266312
0.0,129,218.395474
9.0,496,222.768634
1.0,154,224.002043
0.0,129,225.272982
2.0,205,227.174324
24.0,728,233.156378
11.0,472,236.884267
0.0,129,237.786733
17.0,497,241.617555
8.0,468,244.980739
11.0,271,246.931702
14.0,554,251.031149
18.0,627,255.78371
9.0,346,258.562119
19.0,671,264.356123
2.0,208,265.862889
11.0,271,267.817274
1.0,157,269.248799
6.0,360,271.811404
2.0,206,273.583812
3.0,276,275.635757
10.0,433,278.87796
17.0,722,284.548025
14.0,602,288.853157
15.0,430,292.2713
12.0,504,295.94423
11.0,426,299.241675
10.0,435,302.329799
12.0,302,304.433793
24.0,770,310.127254
3.0,274,312.09249
6.0,384,314.940256
4.0,323,317.188775
6.0,360,319.844258
15.0,621,324.680236
8.0,460,328.210543
9.0,475,331.971168
11.0,421,335.027971
6.0,355,337.732663
11.0,472,341.144802
15.0,436,344.573291
6.0,342,346.963632
8.0,279,348.981994
13.0,371,351.80253
10.0,520,355.809139
19.0,644,360.737968
21.0,679,365.950587
10.0,549,370.146592
20.0,671,375.190335
10.0,492,378.91014
11.0,545,382.837385
12.0,620,387.563184
12.0,618,392.197543
9.0,477,395.552943
14.0,545,399.60843
15.0,533,403.891279
29.0,703,409.026542
12.0,600,413.640705
5.0,326,416.079219
14.0,547,420.507558
17.0,598,425.598556
8.0,460,429.073487
8.0,380,431.915683
15.0,604,436.456405
8.0,412,439.480294
13.0,545,443.790616
10.0,538,447.950475
11.0,563,452.069363
10.0,489,455.694245
8.0,434,458.806946
10.0,482,462.486178
12.0,654,467.599792
7.0,412,470.711796
10.0,512,474.466963
13.0,586,478.644837
12.0,617,483.182439
17.0,517,487.031276
12.0,585,491.483695
13.0,351,494.131792
14.0,555,498.153168
16.0,741,504.049464
8.0,475,507.805429
9.0,308,510.037175
13.0,595,514.282135
11.0,575,518.687273
15.0,502,522.431157
12.0,320,524.657727
15.0,471,528.205213
19.0,657,533.497997
17.0,367,536.063221
15.0,406,539.229756
26.0,592,543.942088
25.0,647,548.792859
14.0,630,553.509355
10.0,560,557.582793
27.0,805,563.471533
9.0,510,567.215129
15.0,625,572.008457
13.0,620,576.784775
21.0,686,581.803051
14.0,553,585.829974
20.0,679,590.836997
20.0,677,595.833237
11.0,519,599.947491
8.0,455,603.499768
13.0,644,608.301652
11.0,425,611.398183
17.0,517,615.284475
11.0,600,619.565948
14.0,400,622.497196
9.0,494,626.252885
19.0,713,631.725694
17.0,631,636.198378
11.0,564,640.776968
16.0,630,645.652206
20.0,645,650.513406
25.0,803,656.479856
18.0,687,661.52414
14.0,655,666.389067
19.0,611,671.313367
14.0,502,675.245015
17.0,486,679.028084
33.0,864,685.623267
8.0,459,688.924117
16.0,459,692.416295
10.0,543,696.409732
16.0,582,700.59089
11.0,501,704.280175
25.0,839,710.73507
14.0,418,713.792875
16.0,723,719.090562
23.0,674,724.059481
13.0,663,729.033423
20.0,761,734.812893
21.0,834,741.38308
19.0,703,746.536548
8.0,436,749.682133
11.0,553,754.316682
16.0,707,759.88071
11.0,601,764.67339
9.0,493,768.337653
21.0,637,773.612286
17.0,630,778.622889
17.0,668,783.659128
14.0,544,787.730046
21.0,749,793.369766
17.0,572,797.576324
16.0,635,802.363756
11.0,498,806.723492
13.0,545,810.958154
5.0,313,813.201352
14.0,656,818.155026
24.0,789,824.754971
23.0,781,831.131893
9.0,492,834.572041
14.0,565,839.050413
18.0,532,843.411172
12.0,634,848.302142
10.0,517,852.516039
20.0,666,858.159666
8.0,461,861.829021
34.0,933,869.445863
16.0,706,875.062042
20.0,723,880.498917
11.0,632,885.529989
19.0,698,890.769291
20.0,648,896.016394
20.0,617,901.077028
13.0,351,903.846304
18.0,700,908.979048
17.0,657,913.972324
26.0,675,919.288423
25.0,761,925.106802
21.0,705,930.304045
18.0,647,935.256883
19.0,740,940.913344
22.0,808,946.951005
27.0,764,952.753791
9.0,310,955.219831
24.0,936,962.497708
22.0,751,967.98519
9.0,503,971.75344
24.0,684,976.846881
23.0,764,982.773784
21.0,790,988.851213
17.0,802,994.907779
24.0,869,1001.739182
21.0,775,1007.569843
22.0,715,1013.129424
24.0,779,1019.168077
21.0,823,1025.394091
6.0,401,1028.345646
22.0,696,1033.649495
13.0,602,1038.351288
23.0,728,1043.693492
24.0,658,1048.620341
23.0,759,1054.437302
11.0,579,1059.336937
11.0,587,1063.717657
20.0,774,1069.723265
10.0,527,1073.82295
12.0,430,1076.936458
18.0,749,1082.675247
37.0,1103,1091.361104
21.0,867,1097.737849
15.0,675,1102.698051
24.0,861,1109.282951
22.0,819,1115.371766
23.0,850,1121.961579
25.0,754,1127.757525
16.0,460,1131.053348
15.0,574,1135.233562
8.0,418,1138.580826
16.0,714,1143.796189
20.0,619,1148.527877
17.0,661,1153.537066
29.0,976,1160.754539
18.0,781,1166.609164
16.0,597,1171.20188
23.0,795,1177.181982
15.0,704,1182.314462
33.0,930,1189.540457
28.0,875,1195.930121
12.0,588,1200.479595
32.0,883,1207.147076
20.0,754,1212.561883
49.0,1079,1221.05897
19.0,687,1226.509575
22.0,718,1231.956929
31.0,895,1239.667666
34.0,811,1246.587167
14.0,610,1251.398096
24.0,888,1258.362936
30.0,905,1265.724416
9.0,428,1269.137965
19.0,804,1275.492969
22.0,842,1282.225599
17.0,677,1287.472539
24.0,843,1294.039682
41.0,1044,1301.944306
16.0,743,1307.318807
51.0,1163,1316.13368
36.0,1000,1323.739029
25.0,985,1331.346945
9.0,477,1334.743031
38.0,1074,1342.845268
27.0,1014,1350.615025
30.0,877,1357.291169
44.0,1217,1366.45417
41.0,1028,1374.233557
52.0,1215,1383.58777
21.0,643,1388.449023
42.0,1139,1396.923602
8.0,479,1400.597733
16.0,552,1404.658578
11.0,503,1408.488607
19.0,808,1414.547032
44.0,1064,1422.576359
23.0,918,1429.784573
11.0,525,1433.72034
31.0,871,1440.095493
20.0,833,1446.578015
38.0,932,1453.569062
26.0,888,1460.290403
17.0,698,1465.483763
47.0,1227,1474.622931
20.0,737,1480.267331
29.0,772,1486.124747
13.0,595,1490.965911
19.0,706,1496.977517
43.0,1121,1506.269801
26.0,863,1512.626963
27.0,906,1520.990926
42.0,1221,1533.499787
58.0,1266,1545.928232
59.0,1252,1558.72884
54.0,1488,1574.180306
47.0,1303,1587.52792
50.0,1250,1599.971821
36.0,861,1608.808784
50.0,1281,1621.943388
43.0,1565,1637.967485
60.0,1494,1653.404967
32.0,1047,1664.102351
53.0,1346,1679.685682
24.0,825,1688.500583
43.0,950,1698.406232
45.0,1234,1710.962853
49.0,1116,1722.260184
40.0,993,1732.353053
44.0,1190,1744.654728
53.0,1274,1757.47192
37.0,1072,1768.426169
30.0,813,1776.797541
42.0,1201,1789.139706
31.0,994,1799.437789
42.0,1148,1811.177099
42.0,1251,1823.894766
26.0,881,1833.016318
40.0,1108,1844.441529
26.0,941,1854.057631
46.0,1129,1865.819445
49.0,1198,1877.925724
42.0,1137,1889.663608
21.0,577,1895.439985
29.0,930,1904.825289
68.0,1453,1920.453037
62.0,1347,1934.290751
53.0,904,1943.582122
80.0,1563,1959.860533
74.0,1368,1974.145566
70.0,1401,1988.279552
26.0,813,1997.055167
35.0,781,2005.180909
22.0,783,2013.168619
58.0,1203,2025.557772
22.0,823,2033.836401
52.0,1108,2045.379802
67.0,1316,2059.096836
63.0,1069,2070.065763
33.0,926,2079.649955
23.0,816,2088.755787
91.0,1539,2104.99133
38.0,1078,2116.156318
39.0,1018,2126.878157
73.0,1522,2142.573899
57.0,1030,2153.438794
32.0,999,2163.846373
36.0,881,2173.110243
60.0,1134,2185.179302
31.0,722,2192.870002
51.0,1260,2206.613913
53.0,1297,2220.071282
55.0,1346,2234.421841
59.0,1119,2246.612253
27.0,825,2255.23584
66.0,1373,2269.787852
33.0,930,2279.470245
51.0,1232,2292.481058
49.0,1139,2304.114196
93.0,1547,2320.212908
48.0,1117,2332.489342
47.0,1202,2345.124288
16.0,549,2350.668773
77.0,1402,2365.674538
43.0,1195,2378.082812
63.0,1320,2392.188987
59.0,895,2401.848145
46.0,1212,2414.277125
54.0,1346,2427.999645
50.0,1218,2440.927338
27.0,730,2448.273224
63.0,1265,2461.689091
59.0,1217,2474.424186
38.0,1113,2486.239074
57.0,1095,2498.00528
23.0,614,2504.247992
63.0,1250,2517.347485
55.0,1432,2532.476343
12.0,518,2538.095632
35.0,1058,2549.185179
28.0,735,2557.048754
73.0,1289,2570.607758
67.0,1529,2586.404747
59.0,1278,2599.784079
107.0,1655,2617.24006
30.0,678,2624.238904
29.0,935,2634.561716
81.0,1610,2651.4215
51.0,1021,2662.249204
83.0,1696,2679.96991
41.0,1033,2690.84398
49.0,1006,2701.521316
25.0,672,2708.553717
61.0,957,2718.53301
50.0,1158,2730.652477
35.0,927,2740.535234
37.0,784,2748.805872
30.0,809,2757.646211
35.0,967,2767.684025
60.0,1266,2781.093652
62.0,1398,2795.887251
57.0,1257,2808.952002
73.0,1121,2820.811783
31.0,859,2829.933195
61.0,1309,2843.636838
93.0,1625,2860.574214
88.0,1539,2876.782241
56.0,964,2887.128556
73.0,1464,2902.372288
