# {"t_start": 1587737942.0922835, "env_id": "MiniGrid-Unlock-v0"} 
r,l,t
0,288,3.840895
0,288,5.351209
0,288,6.81273
0,288,8.331223
0,288,10.105512
0,288,11.580118
0,288,13.075153
0,288,14.510023
0,288,16.287922
0,288,17.731453
0,288,19.183403
0,288,20.71258
0,288,22.521603
0,288,24.047048
0.11875,282,25.509536
0,288,26.983593
0,288,28.776068
0,288,30.258776
0,288,31.676139
0,288,33.174072
0,288,34.942104
0,288,36.421546
0,288,37.921121
0,288,39.396266
0.65625,110,39.973625
0,288,41.739466
0.846875,49,41.92348
0,288,43.465317
0,288,44.940282
0,288,46.692071
0,288,48.199409
0,288,49.681072
0,288,51.192302
0,288,52.93425
0.2375,244,54.239877
0,288,55.706903
0,288,57.20011
0,288,58.643384
0,288,60.478058
0,288,61.916644
0,288,63.352071
0,288,64.858846
0,288,66.5776
0,288,68.137454
0.825,56,68.328332
0,288,70.081918
0,288,71.564774
0,288,73.100762
0,288,74.570142
0,288,76.284649
0,288,77.783627
0,288,79.249958
0,288,80.661957
0,288,82.346852
0,288,83.91697
0,288,85.431675
0,288,86.932386
0,288,88.655078
0,288,90.172559
0,288,91.627275
0.89375,34,91.743
0,288,93.500852
0.803125,63,93.729587
0,288,95.268473
0,288,96.970697
0,288,98.508608
0.3375,212,99.455293
0,288,101.226108
0,288,102.718724
0,288,104.206728
0,288,105.655065
0,288,107.381388
0,288,108.866203
0,288,110.310454
0,288,111.735982
0,288,113.445813
0.928125,23,113.525359
0,288,115.030352
0,288,116.538629
0.340625,211,117.767667
0,288,119.271822
0.7375,84,119.809257
0,288,121.281615
0.528125,151,122.044027
0.64375,114,122.669391
0,288,124.420039
0,288,125.954704
0,288,127.449412
0,288,128.929166
0,288,130.65036
0,288,132.113239
0,288,133.643046
0,288,135.107869
0,288,136.804512
0,288,138.327823
0.25,240,139.627983
0,288,141.185073
0.303125,223,142.460635
0,288,143.976062
0.403125,191,144.833241
0,288,146.531816
0,288,148.028242
0.828125,55,148.210371
0.171875,265,149.613966
0,288,151.37348
0.334375,213,152.376878
0.834375,53,152.82439
0.6375,116,153.493928
0,288,154.980731
0,288,156.436827
0.596875,129,157.155224
0,288,158.590955
0,288,160.311641
0,288,161.761362
0,288,163.22186
0,288,164.685112
0.875,40,165.091839
0,288,166.564831
0,288,168.050146
0,288,169.507227
0,288,171.258971
0.325,216,172.194869
0,288,173.863889
0,288,175.314379
0,288,176.786163
0,288,178.278544
0.6,128,178.990358
0,288,180.725387
0,288,182.25501
0,288,183.724284
0,288,185.15948
0,288,186.901223
0,288,188.361201
0,288,189.844287
0,288,191.36281
0.4375,180,192.480949
0,288,194.000546
0,288,195.497045
0,288,197.283726
0,288,198.834799
0,288,200.320448
0.26875,234,201.621637
0,288,203.01878
0,288,204.458356
0,288,206.184472
0,288,207.691288
0,288,209.192195
0.784375,69,209.703361
0,288,211.185711
0.41875,186,212.075077
0,288,213.770554
0.675,104,214.139345
0,288,215.957728
0,288,217.431966
0,288,218.871892
0,288,220.303003
0,288,222.020118
0,288,223.478003
0,288,224.939204
0,288,226.411652
0.225,248,227.79713
0,288,229.52779
0,288,230.999903
0,288,232.495775
0,288,233.950287
0,288,235.638181
0,288,237.133685
0,288,238.641333
0,288,240.158652
0.853125,47,240.584011
0,288,242.05487
0,288,243.502231
0.859375,45,243.871663
0,288,245.352527
0,288,246.77459
0.878125,39,246.894936
0.753125,79,247.422086
0,288,248.866665
0,288,250.377305
0,288,252.129465
0,288,253.612777
0,288,255.058829
0,288,256.523489
0,288,258.250642
0.6125,124,258.968073
0.453125,175,259.822742
0,288,261.317536
0.321875,217,262.671983
0,288,264.18228
0,288,265.861594
0,288,267.317188
0,288,268.756768
0.596875,129,269.418033
0.125,280,270.877823
0,288,272.362047
0,288,274.17362
0,288,275.648943
0,288,277.056137
0,288,278.634713
0,288,280.38261
0,288,281.883542
0,288,283.362736
0,288,284.839743
0,288,286.506325
0.246875,241,287.805491
0,288,289.281823
0.83125,54,289.463347
0,288,291.188946
0,288,292.664074
0,288,294.15404
0,288,295.59125
0,288,297.354369
0.3625,204,298.337635
0,288,299.804543
0,288,301.437113
0.290625,227,302.44792
0.7375,84,302.984146
0,288,304.493523
0,288,306.234128
0,288,307.709471
0,288,309.210703
0.515625,155,309.962088
0.209375,253,311.352491
0,288,312.890202
0.571875,137,313.817796
0,288,315.335108
0.275,232,316.620999
0,288,318.130033
0,288,319.631382
0.553125,143,320.370413
0,288,321.914072
0,288,323.676082
0,288,325.123812
0.15625,270,326.50491
0,288,327.950144
0,288,329.67991
0,288,331.156925
0,288,332.669475
0,288,334.116767
0,288,335.945512
0,288,337.425746
0.840625,51,337.581349
0.478125,167,338.583805
0,288,340.077942
0.3375,212,341.05319
0,288,342.793261
0,288,344.225678
0,288,345.713409
0.503125,159,346.474952
0,288,348.199113
0,288,349.639919
0,288,351.114566
0.84375,50,351.558946
0,288,353.085484
0,288,354.575553
0.2625,236,355.907775
0,288,357.386091
0,288,358.856318
0,288,360.650686
0,288,362.126295
0,288,363.569547
0,288,365.032928
0,288,366.742661
0,288,368.213691
0,288,369.656091
0.128125,279,371.122468
0,288,372.864354
0,288,374.336666
0.559375,141,375.063169
0,288,376.540484
0.8125,60,377.016583
0.428125,183,377.922674
0.95,16,377.97737
0,288,379.472657
0.790625,67,379.938116
0,288,381.466341
0.54375,146,382.21671
0.521875,153,383.248535
0,288,384.77608
0,288,386.265878
0,288,387.748922
0.74375,82,388.290452
0,288,389.780941
0.471875,169,390.853901
0.49375,162,391.703549
0.378125,199,392.601822
0.6625,108,393.257897
0,288,394.759088
0.54375,146,395.782807
0,288,397.317478
0,288,398.799509
0,288,400.218519
0,288,401.952921
0,288,403.40836
0,288,404.876575
0.675,104,405.501824
0,288,407.029497
0,288,408.464201
0,288,410.18001
0,288,411.621658
0.665625,107,412.211566
0,288,413.636032
0.43125,182,414.495073
0,288,416.219887
0,288,417.68307
0.24375,242,419.03746
0,288,420.508961
0.396875,193,421.641699
0,288,423.15833
0,288,424.657071
0.35625,206,425.861052
0.20625,254,427.197214
0,288,428.709839
0.134375,277,430.141693
0,288,431.592347
0.303125,223,432.912813
0,288,434.443739
0,288,436.158814
0.196875,257,437.521234
0,288,439.004625
0,288,440.472981
0.425,184,441.598471
0.340625,211,442.59774
0.528125,151,443.353295
0,288,445.044446
0.653125,111,445.411187
0,288,447.150187
0,288,448.596203
0,288,450.043281
0,288,451.514211
0.371875,201,452.691128
0.55625,142,453.456702
0,288,454.955351
0,288,456.712427
0,288,458.259519
0,288,459.785255
0.609375,125,460.450068
0,288,461.919946
0.396875,193,463.120928
0.7625,76,463.366699
0.73125,86,463.866238
0,288,465.343469
0.340625,211,466.644886
0.428125,183,467.506948
0,288,469.36408
0,288,470.900401
0,288,472.401152
0,288,473.874173
0,288,475.634818
0,288,477.113302
0.309375,221,478.311638
0,288,479.753548
0,288,481.155968
0,288,482.649063
0.359375,205,483.848246
0.1125,284,485.377563
0,288,487.114296
0,288,488.646614
0,288,490.123791
0,288,491.569029
0.759375,77,492.112057
0.80625,62,492.323714
0.496875,161,493.384987
0.20625,254,494.74735
0,288,496.237427
0,288,497.703594
0,288,499.100374
0.778125,71,499.574485
0,288,501.017709
0.803125,63,501.51035
0.475,168,502.40822
0.346875,209,503.673924
0,288,505.213488
0,288,506.688622
0,288,508.119739
0.575,136,508.847997
0.30625,222,510.071968
0,288,511.547909
0,288,513.310532
0,288,514.720537
0.525,152,515.522237
0,288,517.0232
0,288,518.726469
0,288,520.251787
0,288,521.718654
0.14375,274,523.096837
0,288,524.528532
0,288,526.279241
0,288,527.770584
0.1625,268,529.223847
0,288,530.726102
0,288,532.420761
0,288,533.896533
0,288,535.324913
0.740625,83,535.878993
0,288,537.485422
0,288,538.998313
0,288,540.469002
0.14375,274,542.142148
0,288,543.677833
0,288,545.08503
0.4,192,546.221162
0,288,547.759589
0,288,549.211221
0,288,550.682524
0,288,552.478041
0,288,554.047034
0,288,555.534167
0,288,557.046745
0,288,558.804523
0.725,88,559.107188
0.584375,133,559.838746
0,288,561.565403
0.165625,267,562.923115
0,288,564.452997
0.546875,145,565.20043
0,288,566.717013
0,288,568.459805
0,288,570.008058
0,288,571.449615
0,288,572.909205
0,288,574.659542
0.821875,57,574.894703
0.8625,44,575.042628
0,288,576.786309
0,288,578.245721
0,288,579.789926
0,288,581.295682
0,288,582.962263
0,288,584.507346
0,288,586.043512
0,288,587.529841
0.275,232,588.799853
0,288,590.296087
0,288,592.011541
0,288,593.472297
0.3625,204,594.441737
0,288,596.233651
0.25625,238,597.566538
0,288,599.088712
0.659375,109,599.679073
0,288,601.117459
0,288,602.575164
0.715625,91,603.180531
0,288,604.6236
0,288,606.148126
0.375,200,607.299576
0,288,608.804745
0.175,264,610.192648
0.240625,243,611.492216
0.86875,42,611.624304
0.753125,79,612.159788
0,288,613.651865
0,288,615.358937
0,288,616.784702
0,288,618.336653
0,288,619.820718
0,288,621.532224
0,288,623.124321
0,288,624.616216
0,288,626.093621
0,288,627.806019
0.715625,91,628.107387
0,288,629.81148
0,288,631.257052
0.309375,221,632.505167
0,288,633.948454
0,288,635.463714
0.65,112,636.106218
0.340625,211,637.299001
0,288,638.756164
0,288,640.21611
0,288,641.606493
0,288,643.381727
0,288,644.857768
0,288,646.322743
0,288,647.822127
0,288,649.604845
0,288,651.074954
0.846875,49,651.232906
0.7875,68,651.718234
0.371875,201,652.637992
0.675,104,653.219806
0.23125,246,654.53506
0,288,656.050207
0,288,657.73367
0,288,659.254056
0,288,660.762702
0.715625,91,661.331076
0.378125,199,662.275694
0,288,664.039734
0,288,665.573397
0,288,667.024308
0,288,668.486233
0,288,670.245568
0.1,288,671.751754
0.725,88,672.042492
0,288,673.805014
0,288,675.245574
0.184375,261,676.65814
0,288,678.177946
0,288,679.823204
0.728125,87,680.150284
0,288,681.584594
0.453125,175,682.69501
0,288,684.195985
0.121875,281,685.630381
0.21875,250,686.97611
0,288,688.464983
0,288,690.255544
0.615625,123,690.943444
0.340625,211,691.917374
0.584375,133,692.623169
0.415625,187,693.762376
0,288,695.203316
0,288,696.659123
0,288,698.428028
0,288,699.963282
0,288,701.458483
0,288,702.934867
0,288,704.714498
0,288,706.152275
0.43125,182,706.970654
0.465625,171,708.078682
0,288,709.615317
0,288,711.114843
0,288,712.613911
0,288,714.298252
0,288,715.775252
0,288,717.287401
0.671875,105,717.89816
0,288,719.363006
0.471875,169,720.171958
0.490625,163,721.212773
0.56875,138,721.934665
0,288,723.338544
0,288,724.765909
0.1625,268,726.147178
0.25625,238,727.509451
0,288,729.223303
0.2125,252,730.581639
0,288,732.055601
0,288,733.621601
0,288,735.099577
0,288,736.871469
0,288,738.413195
0,288,739.79949
0,288,741.262586
0,288,742.968144
0,288,744.542904
0,288,746.019986
0.365625,203,747.157506
0.275,232,748.185135
0,288,749.96199
0.38125,198,750.87125
0,288,752.328808
0,288,754.101585
0,288,755.591812
0.35,208,756.73415
0,288,758.222867
0.478125,167,759.052638
0,288,760.493646
0,288,762.221626
0,288,763.751643
0.79375,66,763.966793
0,288,765.664102
0.565625,139,766.391538
0,288,767.880943
0,288,769.332819
0,288,770.805552
0,288,772.547665
0.625,120,773.19143
0.73125,86,773.473572
0,288,775.268834
0,288,776.743305
0,288,778.195229
0,288,779.656753
0.41875,186,780.76429
0,288,782.238752
0.309375,221,783.55483
0.53125,150,784.320995
0,288,785.820587
0.384375,197,786.955189
0,288,788.404772
0,288,789.904068
0,288,791.329942
0,288,793.100987
0,288,794.659521
0.7625,76,795.16879
0.465625,171,796.014192
0.146875,273,797.441397
0,288,798.917249
0,288,800.69069
0.340625,211,801.647987
0.709375,93,802.229282
0.3625,204,803.434148
0.453125,175,804.292202
0,288,805.754504
0,288,807.170516
0,288,808.968906
0.64375,114,809.608098
0,288,811.056455
0,288,812.523374
0,288,814.071124
0,288,815.752422
0,288,817.191744
0,288,818.733708
0,288,820.188552
0,288,821.906232
0,288,823.40499
0,288,824.961252
0,288,826.431983
0,288,828.162273
0.671875,105,828.552662
0,288,830.278583
0,288,831.712996
0.703125,95,832.284816
0,288,833.738516
0,288,835.20166
0,288,836.657376
0,288,838.39817
0,288,839.89341
0,288,841.335394
0.290625,227,842.597016
0,288,844.044646
0,288,845.480382
0,288,847.196007
0,288,848.701818
0,288,850.179322
0,288,851.603953
0,288,853.276424
0,288,854.749873
0.728125,87,855.29005
0.31875,218,856.270731
0,288,857.730356
0.71875,90,858.251396
0.821875,57,858.731127
0,288,860.261277
0,288,861.749147
0,288,863.192362
0,288,864.914049
0.89375,34,865.040338
0.984375,5,865.058342
0.284375,229,866.347679
0.425,184,867.245264
0.35,208,868.409945
0,288,869.865828
0.48125,166,870.667691
0,288,872.424536
0,288,873.95179
0.103125,287,875.406581
0,288,876.865563
0,288,878.57734
0.184375,261,879.987268
0,288,881.48416
0.10625,286,882.944487
0,288,884.441362
0,288,886.164388
0.39375,194,887.046066
0,288,888.539136
0.284375,229,889.80127
0,288,891.297931
0,288,893.128615
0,288,894.661287
0,288,896.130928
0,288,897.664314
0,288,899.359499
0,288,900.835925
0,288,902.336097
0,288,903.837859
0.2125,252,905.143616
0,288,906.84033
0.565625,139,907.576719
0.303125,223,908.509735
0.203125,255,909.849567
0.6125,124,910.505642
0.23125,246,911.881124
0,288,913.633366
0.846875,49,913.7959
0,288,915.294512
0,288,916.78228
0,288,918.509092
0,288,919.974247
0.584375,133,920.714701
0,288,922.224225
0,288,923.861079
0,288,925.36069
0.578125,135,926.044502
0,288,927.56797
0,288,929.040463
0.675,104,929.627168
0,288,931.068524
0,288,932.843467
0,288,934.404247
0,288,935.874536
0,288,937.371857
0.73125,86,937.926953
0.471875,169,938.784582
0,288,940.532816
0.91875,26,940.620056
0,288,942.039068
0.775,72,942.55858
0,288,944.038347
0.434375,181,944.907238
0,288,946.635505
0.25625,238,947.694176
0,288,949.381693
0,288,950.897242
0.3125,220,952.156827
