# {"t_start": 1587738011.365709, "env_id": "MiniGrid-Unlock-v0"} 
r,l,t
0,288,4.598787
0,288,5.977793
0,288,7.392468
0,288,8.767357
0,288,10.427079
0.653125,111,10.993959
0,288,12.390408
0,288,13.810193
0,288,15.220906
0,288,16.868119
0,288,18.311558
0,288,19.72986
0,288,21.126775
0,288,22.815755
0,288,24.204847
0,288,25.545846
0,288,26.990415
0.1625,268,28.312091
0,288,30.002296
0,288,31.413708
0,288,32.863828
0,288,34.234051
0,288,35.907087
0,288,37.31824
0,288,38.690436
0,288,40.056964
0,288,41.707569
0,288,43.086569
0,288,44.511666
0,288,45.890027
0,288,47.523692
0,288,48.954884
0,288,50.389531
0,288,51.815194
0,288,53.509988
0,288,54.978152
0.4625,172,55.760528
0,288,57.405843
0,288,58.863269
0,288,60.319338
0,288,61.720857
0.103125,287,63.366775
0,288,64.798717
0,288,66.211438
0,288,67.656036
0,288,69.307246
0,288,70.801556
0,288,72.241149
0,288,73.647018
0,288,75.293753
0,288,76.78729
0,288,78.222333
0,288,79.612722
0,288,81.275313
0.25625,238,82.310764
0.625,120,82.927426
0,288,84.533565
0,288,85.984002
0,288,87.438533
0,288,88.854448
0,288,90.532824
0,288,91.968082
0,288,93.390007
0.271875,233,94.6288
0.1625,268,95.971969
0.546875,145,96.697022
0.184375,261,98.093479
0,288,99.519329
0,288,101.230964
0,288,102.647255
0,288,104.060403
0,288,105.45972
0,288,107.115331
0.346875,209,108.036989
0,288,109.707754
0,288,111.148748
0,288,112.554765
0,288,113.99407
0.4875,164,115.009795
0.803125,63,115.236303
0.225,248,116.489353
0,288,117.899965
0,288,119.535611
0,288,120.981318
0.615625,123,121.620276
0,288,123.045955
0,288,124.448436
0,288,125.859699
0,288,127.5611
0,288,128.945719
0,288,130.353957
0,288,131.780536
0,288,133.379352
0.765625,75,133.646637
0,288,135.317502
0,288,136.68425
0.8,64,136.879168
0.29375,226,138.095133
0,288,139.507414
0,288,141.164562
0,288,142.596854
0,288,144.027987
0,288,145.421334
0,288,147.13721
0,288,148.576514
0,288,149.993196
0,288,151.41172
0,288,153.09492
0,288,154.536176
0.6375,116,155.149348
0,288,156.594791
0,288,158.013654
0.6875,100,158.574548
0.60625,126,159.279397
0,288,160.694504
0,288,162.282556
0.784375,69,162.531293
0,288,163.914349
0,288,165.572694
0,288,167.018131
0,288,168.442969
0,288,169.86872
0,288,171.511417
0.878125,39,171.680485
0,288,173.128038
0.446875,177,173.907013
0,288,175.593463
0.6,128,176.267074
0.375,200,177.107002
0,288,178.756024
0,288,180.244355
0,288,181.663648
0.815625,59,182.075619
0.575,136,182.784488
0,288,184.207608
0,288,185.615682
0,288,187.059614
0.9,32,187.398063
0.634375,117,187.786176
0.421875,185,188.875904
0.65,112,189.495568
0.375,200,190.392064
0,288,192.065645
0.7375,84,192.331282
0,288,194.031073
0.634375,117,194.422873
0,288,196.044205
0.75,80,196.283623
0.34375,210,197.419409
0,288,198.804254
0,288,200.212662
0,288,201.929705
0,288,203.378516
0,288,204.789445
0,288,206.207111
0.396875,193,207.329082
0,288,208.746128
0,288,210.164752
0,288,211.845314
0,288,213.343363
0,288,214.781849
0,288,216.234761
0.490625,163,217.229013
0.39375,194,218.091881
0,288,219.477169
0,288,221.152372
0.359375,205,222.073416
0.165625,267,223.380001
0,288,225.078763
0,288,226.53628
0,288,227.94329
0,288,229.323864
0,288,231.019718
0.20625,254,232.322439
0.671875,105,232.659643
0.290625,227,233.89674
0,288,235.54333
0,288,236.996374
0,288,238.379414
0,288,239.842685
0.396875,193,240.945346
0,288,242.276693
0,288,243.673799
0,288,245.311618
0.628125,119,245.725946
0,288,247.420394
0.203125,255,248.747097
0,288,250.181406
0,288,251.557958
0,288,253.035998
0,288,254.671568
0.58125,134,255.371183
0.80625,62,255.564137
0,288,256.937255
0.51875,154,257.928689
0,288,259.332749
0,288,260.778141
0,288,262.222201
0.428125,183,263.301472
0,288,264.777565
0,288,266.176956
0,288,267.874672
0,288,269.297355
0.446875,177,270.10282
0,288,271.519027
0,288,273.227529
0.259375,237,274.48392
0.8875,36,274.615589
0,288,276.015797
0,288,277.436125
0,288,279.096619
0.84375,50,279.2798
0,288,280.682434
0,288,282.296553
0,288,283.706918
0.5,160,284.528914
0.1625,268,285.850913
0,288,287.250776
0,288,288.877367
0,288,290.295313
0,288,291.708161
0,288,293.15157
0.86875,42,293.540147
0.4625,172,294.337849
0,288,295.748091
0.5875,132,296.4091
0.675,104,297.001239
0,288,298.402168
0,288,300.058192
0.596875,129,300.727343
0.790625,67,300.939883
0.828125,55,301.351715
0.559375,141,302.055774
0,288,303.460812
0,288,304.909028
0,288,306.341421
0,288,308.035148
0,288,309.453301
0,288,310.876011
0,288,312.291245
0,288,313.97174
0.325,216,314.932084
0.29375,226,316.127316
0,288,317.558588
0,288,319.218604
0.803125,63,319.417465
0,288,320.839402
0,288,322.512847
0.91875,26,322.608941
0,288,323.966422
0,288,325.426788
0.403125,191,326.612773
0.125,280,328.022062
0,288,329.427835
0,288,331.089546
0,288,332.539647
0.4625,172,333.329301
0.809375,61,333.753095
0.240625,243,334.843681
0,288,336.564829
0,288,337.942249
0,288,339.371475
0.26875,234,340.615261
0,288,342.081067
0.171875,265,343.440112
0.659375,109,344.061965
0,288,345.449648
0,288,347.124867
0.790625,67,347.324964
0.6,128,347.959932
0,288,349.531985
0,288,350.978042
0.628125,119,351.603398
0.8125,60,351.814033
0,288,353.315529
0,288,354.991492
0,288,356.428075
0,288,357.814419
0,288,359.192549
0,288,360.894593
0,288,362.364658
0,288,363.742443
0,288,365.159539
0,288,366.78261
0,288,368.233077
0,288,369.68409
0.534375,149,370.41802
0,288,372.136924
0,288,373.600028
0,288,375.026929
0.728125,87,375.530097
0.615625,123,376.183802
0,288,377.611466
0,288,379.047882
0,288,380.478595
0,288,382.218348
0,288,383.697794
0,288,385.127623
0.36875,202,386.270562
0.365625,203,387.156905
0.321875,217,388.360524
0,288,389.793567
0,288,391.45248
0,288,392.858606
0,288,394.300712
0,288,395.734156
0,288,397.397424
0.4375,180,398.239509
0.19375,258,399.585477
0.85625,46,399.73165
0.8375,52,400.154231
0.46875,170,400.956343
0,288,402.326234
0,288,403.989829
0.190625,259,405.310344
0.4125,188,406.160963
0,288,407.60751
0,288,409.24471
0,288,410.716017
0,288,412.090277
0,288,413.470391
0,288,415.093537
0,288,416.514993
0,288,417.927984
0,288,419.394534
0,288,421.051912
0,288,422.528919
0.678125,103,423.076031
0,288,424.509377
0,288,425.892775
0.75,80,426.411581
0,288,427.850167
0.815625,59,428.033617
0,288,429.749205
0.49375,162,430.538618
0,288,431.949868
0,288,433.349393
0,288,435.014913
0,288,436.436685
0,288,437.910667
0,288,439.351437
0,288,441.011853
0,288,442.466381
0.140625,275,443.841947
0,288,445.299564
0,288,446.976587
0,288,448.431399
0,288,449.827733
0,288,451.25472
0,288,452.941734
0,288,454.426962
0,288,455.869741
0,288,457.257943
0,288,458.892294
0,288,460.332651
0,288,461.771062
0.15625,270,463.178632
0,288,464.59006
0.403125,191,465.751289
0,288,467.191437
0.684375,101,467.781991
0,288,469.176038
0,288,470.82864
0,288,472.346801
0.375,200,473.259298
0,288,474.939377
0,288,476.376068
0,288,477.806415
0.14375,274,479.200295
0,288,480.583974
0.740625,83,481.116315
0,288,482.523647
0,288,484.217363
0,288,485.653789
0.625,120,486.282715
0,288,487.738729
0,288,489.162204
0,288,490.819804
0.103125,287,492.245405
0,288,493.748403
0,288,495.112469
0.390625,195,496.207618
0,288,497.664943
0,288,499.132036
0,288,500.804892
0,288,502.310256
0,288,503.649118
0,288,505.030984
0,288,506.749675
0.15,272,508.133947
0,288,509.571801
0.484375,165,510.337856
0.81875,58,510.757997
0,288,512.223955
0,288,513.655136
0.940625,19,513.713465
0.265625,235,514.944362
0.475,168,515.69733
0,288,517.364557
0,288,518.82826
0,288,520.265796
0,288,521.735715
0,288,523.400267
0,288,524.783421
0,288,526.234387
0,288,527.729614
0,288,529.417218
0,288,530.861562
0.253125,239,532.193439
0.2125,252,533.525582
0,288,534.94344
0,288,536.368782
0.221875,249,537.658171
0,288,539.253482
0,288,540.719262
0,288,542.108093
0,288,543.545304
0,288,545.227864
0.7125,92,545.56653
0,288,546.966627
0,288,548.611923
0.31875,218,549.587326
0,288,551.286757
0,288,552.700425
0,288,554.097444
0,288,555.504812
0,288,557.192477
0.60625,126,557.843868
0.86875,42,557.981828
0,288,559.447192
0,288,561.095349
0,288,562.49543
0.490625,163,563.223632
0,288,564.619256
0.553125,143,565.315175
0.265625,235,566.549698
0,288,568.028323
0,288,569.74289
0,288,571.21759
0,288,572.692388
0,288,574.105162
0.596875,129,574.778273
0,288,576.441098
0,288,577.882966
0,288,579.360466
0,288,580.77637
0,288,582.487353
0.48125,166,583.274023
0,288,584.791716
