# {"t_start": 1587738011.3346908, "env_id": "MiniGrid-Unlock-v0"} 
r,l,t
0,288,4.62813
0,288,6.008146
0,288,7.422455
0,288,8.797627
0,288,10.456834
0,288,11.859339
0,288,13.240103
0,288,14.642711
0,288,16.328861
0,288,17.68155
0,288,19.151446
0,288,20.548712
0,288,22.210421
0,288,23.669582
0,288,24.990905
0,288,26.401107
0,288,28.060524
0,288,29.481955
0,288,30.918646
0,288,32.339972
0,288,33.981323
0,288,35.397122
0,288,36.771782
0,288,38.19417
0,288,39.817322
0,288,41.176281
0,288,42.589756
0,288,44.002796
0,288,45.636127
0.95625,14,45.682628
0,288,47.064633
0,288,48.507259
0.66875,106,49.082306
0,288,50.510618
0,288,52.186372
0,288,53.641603
0,288,55.091711
0,288,56.486473
0,288,58.180331
0,288,59.619986
0,288,61.078692
0.315625,219,62.241612
0,288,63.663858
0,288,65.076074
0,288,66.722622
0,288,68.173027
0,288,69.644018
0,288,71.071983
0,288,72.749845
0,288,74.173186
0,288,75.602375
0.3875,196,76.762313
0,288,78.206783
0,288,79.596992
0,288,81.039205
0.61875,122,81.698678
0,288,83.310452
0,288,84.698045
0,288,86.129802
0,288,87.584716
0.375,200,88.728931
0.140625,275,90.120562
0,288,91.550966
0,288,93.183001
0.25,240,94.231022
0,288,95.881513
0,288,97.335609
0,288,98.805047
0,288,100.223834
0.765625,75,100.763997
0,288,102.167829
0,288,103.821463
0,288,105.248207
0,288,106.657796
0.534375,149,107.36877
0.415625,187,108.465823
0,288,109.91399
0,288,111.340225
0.521875,153,112.052503
0,288,113.703997
0.28125,230,114.732463
0,288,116.377918
0,288,117.783289
0,288,119.192978
0.6875,100,119.774699
0,288,121.1827
0,288,122.605951
0.240625,243,123.871114
0,288,125.521048
0,288,126.979319
0,288,128.387126
0.33125,214,129.550091
0,288,130.971211
0.534375,149,131.690357
0,288,133.059541
0.865625,43,133.426037
0,288,134.881784
0.328125,215,136.038919
0.6625,108,136.577883
0.259375,237,137.605759
0.171875,265,138.927258
0.1,288,140.610525
0.834375,53,140.775393
0,288,142.207197
0.76875,74,142.678662
0,288,144.107644
0,288,145.501829
0,288,147.228984
0,288,148.654715
0,288,150.073095
0,288,151.492733
0,288,153.195643
0,288,154.614127
0.478125,167,155.395127
0.553125,143,156.104514
0,288,157.782829
0,288,159.261689
0,288,160.677137
0,288,162.044105
0.51875,154,162.991513
0.7625,76,163.246729
0,288,164.653542
0,288,166.341809
0,288,167.793519
0.26875,234,169.010792
0,288,170.444499
0.121875,281,171.855057
0.565625,139,172.541986
0,288,174.191027
0,288,175.651036
0,288,177.032829
0,288,178.455911
0.453125,175,179.547354
0.6,128,180.21178
0,288,181.637275
0,288,183.065622
0.821875,57,183.480119
0,288,184.906356
0,288,186.338145
0,288,187.765829
0.459375,173,188.808173
0.296875,225,189.786252
0,288,191.483125
0.96875,10,191.520265
0,288,192.96278
0,288,194.399246
0.1375,276,195.727832
0.678125,103,196.291985
0,288,197.651408
0,288,199.317487
0,288,200.734866
0,288,202.225639
0,288,203.626171
0.41875,186,204.71714
0,288,206.123165
0,288,207.55597
0,288,209.238567
0,288,210.641923
0,288,212.075447
0,288,213.568594
0,288,215.287869
0,288,216.690927
0.45625,174,217.490571
0.640625,115,218.107875
0,288,219.491128
0,288,221.164423
0.2625,236,222.401972
0,288,223.820602
0,288,225.261253
0,288,226.710595
0,288,228.35077
0,288,229.781695
0,288,231.203572
0,288,232.612953
0,288,234.262987
0,288,235.735876
0,288,237.138638
0,288,238.528945
0,288,240.220159
0,288,241.606176
0,288,242.938648
0.178125,263,244.301322
0,288,245.718915
0.353125,207,246.871845
0.784375,69,247.337033
0,288,248.8084
0,288,250.23804
0,288,251.615636
0.175,264,253.02245
0,288,254.647885
0,288,256.077846
0,288,257.46299
0.165625,267,258.810088
0.353125,207,259.978021
0,288,261.428263
0,288,262.83966
0.425,184,263.963967
0.140625,275,265.350588
0,288,266.77351
0,288,268.233587
0,288,269.86308
0,288,271.305575
0,288,272.7474
0,288,274.176202
0,288,275.826267
0.68125,102,276.166485
0,288,277.817068
0,288,279.271221
0,288,280.673436
0.434375,181,281.712729
0.34375,210,282.640253
0,288,284.064173
0.521875,153,285.057785
0,288,286.459021
0,288,287.862678
0,288,289.258836
0.828125,55,289.669479
0,288,291.049838
0,288,292.475059
0,288,294.166101
0,288,295.602764
0.775,72,295.827481
0,288,297.490769
0,288,298.90191
0.88125,38,299.01518
0,288,300.454151
0,288,302.095746
0,288,303.497839
0.353125,207,304.656147
0,288,306.121819
0,288,307.535108
0,288,308.986985
0,288,310.636596
0,288,312.071279
0,288,313.498155
0.49375,162,314.285129
0,288,315.919225
0,288,317.36485
0,288,318.789155
0,288,320.199852
0.540625,147,320.910862
0,288,322.595484
0,288,323.956344
0,288,325.416692
0,288,326.904699
0,288,328.583397
0,288,330.057914
0,288,331.458367
0.440625,179,332.507015
0,288,333.930381
0.34375,210,335.121952
0,288,336.615578
0.815625,59,336.805154
0,288,338.172672
0.2375,244,339.459033
0.396875,193,340.583508
0.5625,140,341.307898
0,288,342.739002
0,288,344.192881
0,288,345.836449
0,288,347.256777
0.153125,271,348.548553
0,288,349.93266
0,288,351.589998
0,288,353.129406
0,288,354.540221
0,288,355.969799
0,288,357.616051
0.359375,205,358.504919
0,288,359.933542
0,288,361.635408
0,288,363.048953
0,288,364.443162
0,288,365.86078
0,288,367.519912
0.134375,277,368.943762
0,288,370.368476
0,288,371.849292
0.1375,276,373.471356
0.896875,33,373.617567
0,288,375.045132
0,288,376.445533
0,288,378.0891
0,288,379.575984
0.38125,198,380.458184
0,288,382.177967
0.4,192,383.099296
0,288,384.521165
0.3875,196,385.667706
0,288,387.084358
0.296875,225,388.314255
0,288,389.744512
0,288,391.173699
0.515625,155,392.145156
0,288,393.578523
0,288,395.000309
0,288,396.415869
0,288,398.090088
0.4625,172,398.923097
0,288,400.355568
0,288,401.779969
0,288,403.398332
0,288,404.828544
0,288,406.230867
0.64375,114,406.871605
0,288,408.28567
0,288,409.963482
0.6875,100,410.306564
0,288,411.924037
0.4,192,412.760334
0,288,414.156475
0.3375,212,415.314707
0.534375,149,416.008927
0.684375,101,416.597464
0,288,418.014883
0.10625,286,419.476791
0,288,421.150057
0.90625,30,421.256136
0.115625,283,422.682655
0,288,424.08491
0,288,425.72417
0.86875,42,425.859681
0,288,427.298224
0,288,428.725422
0,288,430.455529
0.5,160,431.221239
0,288,432.636469
0.475,168,433.628574
0.35,208,434.560823
0.4375,180,435.61902
0,288,437.076862
0.90625,30,437.175348
0,288,438.628405
0,288,440.280413
0,288,441.732295
0,288,443.168173
0,288,444.617997
0.678125,103,445.210332
0,288,446.639834
0,288,448.331655
0,288,449.749108
0.275,232,450.990332
0.196875,257,452.312336
0,288,453.799672
0,288,455.255302
0.50625,158,456.007973
0,288,457.645038
0,288,459.037034
0,288,460.472656
0,288,461.911607
0,288,463.621478
0,288,465.061025
0.259375,237,466.357294
0,288,467.805395
0,288,469.199715
0,288,470.850482
0,288,472.370075
0,288,473.808364
0,288,475.265635
0,288,476.897513
0,288,478.403548
0,288,479.781392
0.703125,95,480.322893
0,288,481.761584
0.46875,170,482.528016
0.41875,186,483.641297
0.6,128,484.329039
0.875,40,484.451248
0,288,485.870929
0.184375,261,487.216261
0,288,488.905611
0.71875,90,489.202535
0,288,490.866265
0,288,492.288836
0,288,493.791589
0.353125,207,494.907389
0,288,496.29036
0,288,497.763861
0.221875,249,499.091372
0,288,500.532478
0,288,502.258404
0.253125,239,503.426335
0.334375,213,504.350534
0,288,505.809157
0,288,507.476518
0,288,508.925714
0,288,510.34332
0.153125,271,511.728124
0.59375,130,512.404695
0,288,514.054833
0,288,515.461689
0.353125,207,516.361369
0,288,518.062391
0,288,519.511426
0.846875,49,519.666095
0,288,521.366159
0,288,522.808059
0.721875,89,523.29304
0.225,248,524.362534
0.2,256,525.68973
0,288,527.441446
0,288,528.873192
0,288,530.290709
0,288,531.777967
0,288,533.49009
0,288,534.923376
0,288,536.346267
0.40625,190,537.441511
0,288,538.838381
0.446875,177,539.635247
0,288,541.288632
0,288,542.720313
0,288,544.145027
0.15625,270,545.566886
0.46875,170,546.355799
0,288,547.984316
0.165625,267,549.356938
0,288,550.828636
0,288,552.22092
0,288,553.862171
0,288,555.304262
0,288,556.725368
0,288,558.186934
0,288,559.843142
0,288,561.305068
0,288,562.650403
0,288,564.004303
0,288,565.663848
0.165625,267,567.023552
0,288,568.503186
0.20625,254,569.844617
0,288,571.316193
0,288,572.789734
0.29375,226,574.009042
0.659375,109,574.625822
0,288,576.048825
0,288,577.681829
0,288,579.205034
0,288,580.621632
0.503125,159,581.371066
0.184375,261,582.776048
0.65,112,583.386191
0,288,584.877802
0.115625,283,586.546208
0,288,587.933954
0,288,589.337301
0,288,590.750986
0,288,592.362057
0,288,593.791211
0,288,595.203069
0,288,596.659589
0.63125,118,597.293015
0,288,598.978657
0,288,600.393624
0.28125,230,601.654901
0,288,603.130768
0,288,604.599529
0,288,606.008973
0.846875,49,606.412521
0,288,607.831439
0,288,609.230166
0.334375,213,610.425536
0.959375,13,610.462373
0,288,611.872797
0,288,613.489961
0,288,614.946288
0,288,616.374238
0,288,617.770323
0.63125,118,618.415707
0,288,619.844467
0,288,621.504174
0,288,622.911802
0,288,624.30606
0,288,625.737166
0.428125,183,626.818856
0.178125,263,628.192681
0,288,629.585244
0.209375,253,630.902756
0,288,632.306113
0.865625,43,632.694074
0.64375,114,633.297889
0,288,634.7457
0.68125,102,635.315864
0,288,636.7251
0,288,638.135123
0,288,639.552902
0,288,641.19702
0,288,642.662846
0,288,644.085045
0.340625,211,645.263755
0.11875,282,646.67656
0.475,168,647.466449
0,288,649.069001
0,288,650.518986
0,288,651.985363
0,288,653.391444
0.628125,119,653.995474
0,288,655.740927
0.340625,211,656.720582
0,288,658.139007
0,288,659.800258
0.3125,220,660.775433
0,288,662.520208
0,288,663.964404
0.759375,77,664.204129
0,288,665.962341
0.36875,202,666.862956
0,288,668.527133
0,288,670.00353
0.140625,275,671.344637
0.521875,153,672.108241
0,288,673.520834
0,288,675.196946
0,288,676.665463
0,288,678.118889
0,288,679.572052
0,288,681.179212
0.4875,164,681.969907
0,288,683.390019
0.73125,86,683.916583
0,288,685.337049
0,288,686.762761
0.6875,100,687.306773
0,288,688.74569
0,288,690.42109
0,288,691.850069
0,288,693.251194
0,288,694.660295
0,288,696.321269
0,288,697.766831
0,288,699.227708
0,288,700.659293
0.653125,111,701.268043
0,288,702.691093
0.7125,92,703.265415
0.18125,262,704.598629
0,288,706.223224
0,288,707.67672
0.128125,279,709.051911
0,288,710.493971
0,288,711.928195
0,288,713.608976
0,288,715.095245
0,288,716.494496
0,288,717.886665
0,288,719.549251
0,288,721.042422
0,288,722.414952
0,288,723.849336
0,288,725.561088
0,288,726.985286
0.209375,253,728.300473
0,288,729.736829
0.359375,205,730.934057
0.1375,276,732.376056
0.45,176,733.182928
0,288,734.799263
0,288,736.217225
0.278125,231,737.444014
0,288,738.939685
0,288,740.378347
0,288,741.793545
0.259375,237,743.048047
0,288,744.517457
0.828125,55,744.95961
0,288,746.404358
0,288,747.74211
0,288,749.453787
0,288,750.883258
0,288,752.323514
0.753125,79,752.830479
0.409375,189,753.693411
0.828125,55,754.110053
0,288,755.525785
0,288,756.951064
0.79375,66,757.43929
0,288,758.875651
0,288,760.324393
0,288,761.740041
0.103125,287,763.383072
0,288,764.853898
0.709375,93,765.39441
0.265625,235,766.399071
0.284375,229,767.672388
0.8875,36,768.025005
0.640625,115,768.42398
0,288,770.133162
0,288,771.584511
0,288,773.002629
0.36875,202,774.109678
0,288,775.495001
0.934375,21,775.55833
0,288,777.01645
0,288,778.675973
0,288,780.08339
0,288,781.519871
0.203125,255,782.867236
0,288,784.289169
0,288,785.951469
0.66875,106,786.516555
0,288,787.937348
0,288,789.419628
0,288,790.86041
0.653125,111,791.47256
0,288,792.875757
0,288,794.54799
0.296875,225,795.54234
0,288,797.253095
0,288,798.683496
0,288,800.071719
0.296875,225,801.288688
0,288,802.719598
0,288,804.120421
0,288,805.726852
0,288,807.119426
0.171875,265,808.397151
0.36875,202,809.515656
0,288,810.987609
0,288,812.378085
0,288,813.837331
0.790625,67,814.314298
0,288,815.732259
0.7875,68,816.186588
0,288,817.659476
0,288,819.064044
0,288,820.462451
0,288,822.073251
0,288,823.468219
0,288,824.861949
0,288,826.309587
0,288,827.891756
0,288,829.301758
0,288,830.715609
0,288,832.13194
0.19375,258,833.460051
0,288,835.128933
0,288,836.597831
0,288,838.021525
0.26875,234,839.262096
0.896875,33,839.366094
0,288,840.759599
0.65,112,841.362947
0.246875,241,842.657958
0,288,844.07474
0,288,845.769444
0,288,847.194077
0,288,848.591378
0,288,850.006649
0,288,851.640637
0,288,853.099163
0,288,854.550152
0,288,855.97848
0.2375,244,857.256037
0,288,858.916195
0,288,860.356567
0,288,861.765346
0,288,863.196769
0.85,48,863.57716
0,288,865.027556
0,288,866.481374
0,288,867.900724
0,288,869.549881
0,288,871.018558
0,288,872.436157
0,288,873.889574
0,288,875.581051
0,288,876.964532
0.35625,206,878.09942
0,288,879.516835
0,288,880.936271
0,288,882.369168
0,288,884.042169
0,288,885.428576
0.578125,135,886.097576
0.440625,179,886.913688
0,288,888.593866
0,288,890.069499
0,288,891.448984
0,288,892.89165
0,288,894.565066
0,288,896.015948
0,288,897.446653
0.7125,92,897.993727
0.746875,81,898.268276
0,288,899.933112
0,288,901.369412
0,288,902.758705
0,288,904.195158
0,288,905.867042
0,288,907.311778
0.653125,111,907.917979
0,288,909.302432
0,288,910.768663
0,288,912.383139
0.328125,215,913.349791
0,288,914.730646
0,288,916.406216
0.2,256,917.726555
0,288,919.148552
0.88125,38,919.260756
0,288,920.682037
0,288,922.385611
0,288,923.780801
0.159375,269,925.145865
0,288,926.559726
0,288,928.227694
0,288,929.725312
0.165625,267,931.06619
0,288,932.494616
0,288,933.961946
0,288,935.607995
0,288,937.060631
0,288,938.482673
0,288,939.894487
0,288,941.50203
0,288,942.956661
0,288,944.369433
0.134375,277,945.747555
0,288,947.368473
0.45,176,948.232126
0.6375,116,948.855039
0,288,950.278903
0,288,951.677983
0,288,953.290923
0.1125,284,954.729228
0.503125,159,955.42576
0,288,956.765554
0,288,958.426692
0.315625,219,959.423028
0.184375,261,960.760355
0,288,962.44277
0,288,963.901134
0,288,965.347992
0.1875,260,966.664831
0.2625,236,967.886093
0.840625,51,968.046507
0,288,969.712893
0,288,971.165207
0.640625,115,971.762715
0.540625,147,972.457607
0,288,973.896555
0,288,975.267273
0,288,976.94174
0,288,978.420247
0,288,979.837143
0,288,981.277727
0.184375,261,982.598269
0,288,984.296098
0.121875,281,985.71978
0,288,987.099887
0.165625,267,988.434121
0,288,989.847525
0,288,991.50589
0,288,992.962137
0,288,994.387002
0,288,995.848292
0,288,997.528201
0.846875,49,997.681271
0,288,999.091594
0,288,1000.76036
0,288,1002.182906
0,288,1003.577367
0,288,1005.000998
0,288,1006.634417
0,288,1008.071959
0,288,1009.512251
0.14375,274,1010.889428
0,288,1012.531292
0,288,1014.024999
0,288,1015.462943
0.21875,250,1016.769069
0,288,1018.18057
0.621875,121,1018.827307
0.309375,221,1020.039939
0,288,1021.481262
0,288,1022.884235
0,288,1024.547338
0,288,1025.956892
