# {"t_start": 1587737942.14823, "env_id": "MiniGrid-Unlock-v0"} 
r,l,t
0,288,13.870798
0,288,15.32329
0,288,16.729586
0,288,18.130252
0,288,19.773164
0,288,21.169025
0,288,22.530797
0.33125,214,23.730194
0,288,25.159589
0,288,26.55474
0,288,28.184663
0,288,29.640648
0,288,31.062174
0.590625,131,31.716074
0,288,33.138147
0,288,34.786491
0,288,36.296148
0,288,37.672274
0,288,39.088443
0,288,40.725176
0,288,42.203555
0,288,43.596726
0,288,45.098582
0,288,46.761173
0,288,48.244756
0,288,49.580364
0,288,51.033028
0,288,52.666757
0,288,54.045655
0,288,55.504577
0,288,56.928569
0,288,58.683906
0,288,60.116552
0.540625,147,60.860983
0,288,62.274787
0,288,63.897074
0,288,65.291343
0.265625,235,66.547765
0,288,67.928253
0,288,69.332058
0,288,70.783634
0,288,72.443831
0,288,73.885295
0,288,75.246056
0,288,76.680661
0.63125,118,77.338102
0,288,79.035743
0.11875,282,80.406939
0,288,81.782417
0.478125,167,82.550919
0,288,84.187583
0,288,85.673404
0,288,87.102007
0,288,88.57931
0,288,90.216958
0,288,91.643999
0,288,93.054345
0,288,94.468565
0,288,96.140337
0,288,97.575316
0,288,98.954172
0,288,100.366853
0.634375,117,100.993891
0.659375,109,101.590728
0,288,102.963909
0,288,104.627895
0.2125,252,105.943342
0,288,107.357742
0,288,108.826624
0,288,110.239192
0.109375,285,111.795872
0.71875,90,112.089201
0,288,113.715702
0,288,115.144044
0,288,116.619005
0,288,118.003341
0,288,119.64588
0,288,121.089454
0.4,192,121.936441
0,288,123.551888
0,288,124.993444
0.81875,58,125.173847
0,288,126.550774
0,288,128.201665
0,288,129.608101
0,288,130.98805
0,288,132.435524
0.2375,244,133.738672
0.453125,175,134.803883
0,288,136.255822
0,288,137.685907
0,288,139.095439
0.5125,156,140.039049
0.703125,95,140.321226
0,288,142.005232
0,288,143.446117
0.521875,153,144.225976
0,288,145.796823
0.771875,73,146.290667
0.671875,105,146.900757
0,288,148.329966
0,288,149.747721
0,288,151.391086
0,288,152.904195
0.48125,166,153.665265
0,288,155.063251
0,288,156.839796
0.725,88,157.132798
0,288,158.858037
0,288,160.370957
0.33125,214,161.331121
0,288,163.132607
0,288,164.600981
0,288,166.079817
0,288,167.539798
0.73125,86,168.073021
0,288,169.522856
0.2,256,170.822167
0.875,40,171.195351
0,288,172.60467
0,288,173.987613
0.83125,54,174.410872
0,288,175.830084
0,288,177.369765
0,288,178.781549
0,288,180.493977
0.775,72,180.736866
0.178125,263,182.210966
0.190625,259,183.547058
0,288,185.000202
0.61875,122,185.674534
0.528125,151,186.656988
0,288,188.101743
0,288,189.59354
0,288,191.012577
0,288,192.650814
0,288,194.078509
0,288,195.544463
0,288,196.96552
0,288,198.598334
0,288,200.034313
0,288,201.443242
0,288,202.829123
0.203125,255,204.17592
0.6,128,204.832696
0.225,248,206.112623
0,288,207.712842
0.33125,214,208.706222
0.309375,221,209.900801
0,288,211.369502
0,288,212.811596
0,288,214.477883
0,288,215.94057
0.85625,46,216.074106
