# {"t_start": 1586298803.676065, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,205,2.919548
2.0,222,5.468297
0.0,129,6.804096
4.0,293,9.875359
8.0,373,13.359319
0.0,125,14.720847
0.0,129,16.244476
0.0,129,17.756294
7.0,326,21.93195
0.0,129,22.800816
2.0,202,25.419298
0.0,127,26.910648
4.0,299,30.348393
5.0,350,34.778297
4.0,299,38.21545
0.0,125,39.677555
0.0,127,41.14985
0.0,127,42.676979
3.0,250,45.116075
0.0,127,46.594274
1.0,174,49.043606
0.0,129,49.96778
5.0,350,54.588934
0.0,129,56.121815
0.0,129,58.079599
9.0,404,63.040801
0.0,125,64.584521
0.0,129,66.071153
9.0,404,71.166515
0.0,125,72.918806
0.0,127,73.813232
2.0,224,76.611247
0.0,129,78.150593
2.0,202,80.186733
1.0,175,82.556808
0.0,127,84.032505
5.0,352,87.874103
0.0,129,89.34498
5.0,352,93.781234
11.0,501,99.812088
9.0,380,103.781126
0.0,127,105.241833
1.0,176,107.779517
1.0,157,109.695151
0.0,129,111.579147
1.0,153,113.203515
1.0,155,114.84824
5.0,324,118.372237
10.0,451,124.023702
10.0,428,128.914999
4.0,265,132.00012
6.0,380,136.505614
0.0,127,137.975206
6.0,379,142.000401
12.0,550,148.857979
14.0,533,155.097419
1.0,155,156.731733
9.0,382,161.251249
7.0,430,166.082451
4.0,263,169.065638
5.0,316,172.466995
8.0,283,175.573532
1.0,155,177.209596
7.0,450,182.725797
15.0,667,190.386448
3.0,234,193.15977
3.0,276,196.258366
6.0,382,200.711186
9.0,504,206.029819
7.0,392,210.580365
15.0,591,217.702396
9.0,329,221.184038
8.0,418,225.905221
4.0,301,229.737728
6.0,360,233.411493
18.0,648,241.072302
10.0,380,245.562748
8.0,460,251.208887
8.0,297,254.486899
7.0,422,259.278604
7.0,390,263.821889
8.0,461,269.452055
19.0,674,277.276
8.0,447,282.171468
4.0,268,285.268046
11.0,271,288.33727
14.0,631,295.780944
4.0,298,299.031502
12.0,302,302.395311
8.0,469,308.139204
8.0,467,313.289489
13.0,369,317.69491
16.0,433,322.609999
8.0,436,328.163276
12.0,465,333.274654
9.0,477,339.067919
8.0,431,344.130073
11.0,425,349.351262
9.0,497,356.099203
20.0,721,365.710238
8.0,438,370.809106
16.0,624,378.338457
20.0,665,386.137484
17.0,719,394.402798
14.0,575,401.60294
10.0,524,407.830481
17.0,621,414.701075
8.0,298,418.610325
16.0,487,423.948153
9.0,475,429.827716
12.0,320,433.359415
18.0,632,441.005378
10.0,505,447.049645
9.0,496,453.074902
25.0,757,462.384499
18.0,694,470.476514
22.0,780,479.902158
16.0,528,486.217644
20.0,727,495.311952
21.0,753,503.803579
6.0,345,508.168083
8.0,444,513.124316
9.0,481,519.091295
16.0,619,526.957852
10.0,507,532.489857
36.0,715,541.487196
18.0,707,549.808779
8.0,504,555.956818
9.0,443,561.655861
9.0,462,566.866659
17.0,635,574.650709
11.0,567,581.296458
16.0,677,589.422201
9.0,422,594.999864
26.0,582,601.758305
28.0,756,611.010921
11.0,512,617.294739
19.0,729,625.648497
11.0,541,632.116516
22.0,669,640.751114
16.0,693,648.958609
18.0,661,656.969331
16.0,599,663.870633
10.0,513,670.135392
19.0,744,679.405223
17.0,559,686.006865
14.0,597,693.528884
24.0,797,703.234913
24.0,706,711.539738
18.0,675,720.321764
18.0,815,730.121553
17.0,737,738.693702
17.0,607,746.299649
16.0,623,753.938694
18.0,503,760.183853
19.0,581,766.929346
21.0,558,773.616913
19.0,554,780.832806
15.0,664,788.93459
12.0,497,794.484499
14.0,629,802.283378
20.0,752,811.596895
20.0,693,819.896599
16.0,626,827.639455
19.0,766,837.042638
21.0,670,845.099946
15.0,630,852.833155
12.0,544,859.396605
15.0,689,867.627352
14.0,552,874.228154
14.0,606,881.810768
16.0,584,889.278891
19.0,819,899.059021
13.0,520,905.420455
17.0,491,911.53912
19.0,405,916.43586
12.0,593,923.300642
20.0,609,930.938773
10.0,441,936.080823
17.0,556,942.7136
15.0,622,950.517923
11.0,495,956.829133
24.0,693,965.150337
15.0,545,971.706783
14.0,684,980.599967
20.0,783,990.204991
26.0,573,996.998853
26.0,790,1006.67387
9.0,493,1012.819679
11.0,523,1019.211126
12.0,593,1026.132191
16.0,649,1034.07142
17.0,659,1042.138724
27.0,636,1049.927943
12.0,577,1056.72783
12.0,614,1064.443738
10.0,483,1070.547483
10.0,504,1076.770094
21.0,782,1086.38545
36.0,905,1097.486561
27.0,974,1109.215882
18.0,691,1117.510877
14.0,639,1125.418202
14.0,574,1132.877975
9.0,519,1139.278128
17.0,649,1147.30248
15.0,456,1152.54086
19.0,752,1161.889669
20.0,624,1169.663747
14.0,660,1177.632103
14.0,692,1186.105501
20.0,511,1192.397487
13.0,491,1197.975635
17.0,686,1206.950644
19.0,615,1214.008966
21.0,710,1223.078398
15.0,676,1231.555683
24.0,747,1240.930946
14.0,509,1247.287185
20.0,698,1255.661291
14.0,635,1263.550529
16.0,733,1272.337167
9.0,512,1278.636854
21.0,652,1286.60474
23.0,665,1294.685055
17.0,667,1303.355713
28.0,761,1312.1336
38.0,985,1324.589494
25.0,832,1334.634645
29.0,820,1345.104018
11.0,501,1351.08588
19.0,598,1359.435761
22.0,619,1367.215842
34.0,871,1377.535874
11.0,533,1384.029876
31.0,712,1392.983276
18.0,768,1402.513622
26.0,789,1412.108792
34.0,1083,1425.270074
35.0,878,1436.253435
41.0,1088,1449.39943
29.0,891,1460.459396
20.0,751,1469.718977
26.0,778,1479.257937
31.0,897,1490.315162
14.0,449,1495.544804
39.0,1055,1508.44454
16.0,585,1515.925601
16.0,620,1523.640907
29.0,819,1533.582793
30.0,836,1543.536153
11.0,490,1549.610588
22.0,882,1560.556235
35.0,979,1572.272778
24.0,764,1581.74446
19.0,634,1589.543148
32.0,995,1601.904026
15.0,635,1609.786036
33.0,1124,1623.218935
18.0,769,1632.669624
21.0,728,1641.82609
23.0,831,1651.697924
42.0,1067,1664.757608
18.0,714,1673.797254
27.0,896,1684.866587
22.0,742,1693.501785
26.0,939,1705.618479
21.0,814,1715.421333
51.0,1445,1733.129023
12.0,550,1739.691525
56.0,1316,1755.800411
44.0,1016,1768.356676
58.0,1121,1782.351812
69.0,1533,1801.387465
49.0,1314,1817.398348
24.0,631,1825.23378
39.0,1145,1839.449853
61.0,1369,1855.956874
21.0,749,1865.219939
36.0,1040,1877.889273
11.0,484,1884.001052
33.0,848,1893.994229
25.0,772,1903.511817
36.0,1028,1916.205851
51.0,1236,1931.11146
40.0,1097,1944.917669
48.0,1135,1959.019131
72.0,1451,1976.797642
55.0,1140,1990.90539
29.0,787,2000.485661
51.0,1155,2014.748412
53.0,1192,2029.216112
28.0,900,2040.306973
43.0,784,2049.833497
20.0,595,2056.71365
56.0,1222,2072.203458
66.0,1708,2093.151967
73.0,1305,2109.155956
21.0,587,2116.663486
39.0,1025,2128.658446
41.0,978,2140.836147
33.0,923,2152.068002
55.0,1265,2167.748832
21.0,906,2178.826139
57.0,1170,2193.113248
23.0,884,2204.000808
22.0,857,2214.169274
28.0,917,2225.354932
34.0,1029,2238.138383
27.0,709,2247.073707
52.0,1297,2262.981638
30.0,726,2271.497403
168.0,720,2280.545634
254.0,963,2292.151848
57.0,1090,2305.83006
52.0,1162,2320.01235
38.0,972,2331.603266
39.0,1179,2345.923428
49.0,1112,2359.74283
65.0,1267,2374.783236
57.0,1375,2391.911044
68.0,1062,2404.83319
37.0,714,2413.797754
61.0,1526,2432.713294
32.0,842,2442.7468
62.0,1264,2458.460555
58.0,1141,2472.557187
33.0,1093,2485.658283
241.0,1122,2499.645667
60.0,1237,2514.577333
43.0,1090,2528.370412
55.0,941,2539.754913
72.0,1560,2558.902157
271.0,1818,2581.27822
31.0,939,2592.649484
63.0,1511,2611.319395
41.0,861,2622.251599
46.0,990,2634.068686
33.0,900,2647.261666
61.0,1302,2667.105512
55.0,1226,2686.113762
54.0,1252,2702.766579
35.0,995,2717.927894
86.0,1462,2739.478109
49.0,783,2751.297778
57.0,1129,2766.780662
85.0,1603,2788.434157
