# {"t_start": 1586232048.3270686, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,2.640372
2.0,200,4.798286
2.0,204,6.449888
0.0,127,7.680008
2.0,202,9.852099
2.0,224,11.630929
3.0,230,13.976381
0.0,127,15.240947
5.0,348,18.351872
5.0,330,21.91058
3.0,248,24.487669
0.0,129,25.774235
0.0,127,27.109131
4.0,299,30.199998
0.0,127,31.467421
2.0,200,33.159425
2.0,198,35.464725
2.0,198,37.230003
0.0,125,38.540915
0.0,127,39.849867
9.0,404,44.215869
2.0,198,46.015672
0.0,127,47.284782
9.0,404,51.664859
0.0,129,52.975129
3.0,248,55.58423
9.0,404,59.837374
0.0,129,61.137956
13.0,457,65.69042
0.0,129,67.02362
