# {"t_start": 1586298803.559107, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,1.890588
0.0,127,3.283087
0.0,129,4.590317
3.0,251,7.345451
0.0,127,8.697619
0.0,127,10.076795
4.0,298,13.079046
4.0,297,16.269604
0.0,127,17.752852
3.0,270,20.915749
9.0,404,25.718506
1.0,173,27.567533
3.0,272,30.796796
2.0,187,33.32978
1.0,155,35.05896
0.0,129,36.539104
2.0,202,38.613667
0.0,127,40.091381
0.0,129,41.570268
2.0,202,43.703853
6.0,397,48.493693
0.0,125,49.959881
0.0,125,51.534409
9.0,405,56.620339
7.0,400,61.903791
1.0,157,63.691251
0.0,129,65.190222
0.0,129,66.712546
0.0,123,68.143168
0.0,129,69.619389
1.0,178,71.909102
0.0,127,73.534511
5.0,352,77.970809
1.0,175,79.832119
3.0,252,82.816583
0.0,127,84.293559
0.0,127,85.781653
2.0,202,87.81213
1.0,152,89.485257
4.0,298,92.88587
0.0,129,94.408695
14.0,498,100.366921
0.0,129,101.810477
0.0,129,103.295988
1.0,177,105.140604
0.0,129,106.636487
0.0,129,108.21134
1.0,155,110.399799
5.0,352,114.837823
2.0,206,116.885106
1.0,157,118.549647
1.0,157,120.252581
1.0,175,122.630898
11.0,501,128.010579
7.0,405,133.348119
3.0,235,135.608105
0.0,127,137.072787
1.0,176,138.890903
1.0,155,140.559617
3.0,258,143.63581
11.0,493,149.472987
18.0,655,157.20782
2.0,206,159.800378
11.0,462,164.902114
4.0,300,168.166515
5.0,336,172.288222
4.0,249,175.149641
3.0,225,177.290872
2.0,186,179.694234
17.0,579,186.135865
1.0,177,187.918126
7.0,450,193.448243
13.0,352,197.088509
1.0,157,199.305817
5.0,311,202.679134
7.0,375,207.074879
11.0,410,211.765816
18.0,649,219.277843
4.0,319,222.682587
2.0,222,225.381358
6.0,380,229.791916
12.0,302,233.065579
10.0,378,237.527379
27.0,747,245.907136
12.0,445,251.44232
12.0,495,257.354976
11.0,549,263.639942
20.0,683,271.504187
10.0,516,277.600572
9.0,517,283.646091
14.0,617,291.014576
15.0,599,297.661858
4.0,298,300.970565
20.0,656,308.673712
22.0,744,317.670199
15.0,555,324.080456
12.0,591,331.367604
5.0,317,334.785433
11.0,407,339.482647
26.0,770,349.146072
31.0,601,357.434295
17.0,668,365.973612
10.0,475,371.344315
15.0,423,376.800368
12.0,565,383.285959
13.0,506,389.327788
17.0,665,397.155531
9.0,327,400.724714
13.0,474,406.558901
10.0,503,412.537511
27.0,861,422.487065
15.0,626,430.083436
9.0,542,436.481826
4.0,278,439.667793
18.0,691,448.314249
8.0,438,453.293293
13.0,615,460.895354
13.0,351,464.651307
23.0,480,470.545204
13.0,372,475.100838
17.0,615,482.03589
28.0,476,487.952862
12.0,320,491.52369
18.0,604,498.98302
24.0,738,508.062832
16.0,741,516.496821
38.0,579,524.052777
19.0,783,533.529087
16.0,658,541.439427
