# {"t_start": 1586232048.7266796, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,173,3.062146
0.0,125,4.210013
1.0,174,5.694387
0.0,129,6.893745
0.0,125,8.113205
0.0,125,8.829179
2.0,200,10.929032
0.0,127,12.148667
2.0,202,13.843739
0.0,127,15.112799
4.0,299,17.868847
6.0,381,21.826444
0.0,127,23.093691
9.0,404,27.224489
0.0,125,28.481544
1.0,176,30.284093
0.0,129,31.53776
2.0,202,33.798218
2.0,202,35.597954
2.0,205,37.926279
4.0,299,40.986508
0.0,125,42.28914
0.0,127,43.671401
0.0,125,44.960938
0.0,129,45.769899
2.0,198,48.073309
5.0,350,51.546361
0.0,129,52.860729
2.0,198,55.103394
2.0,202,56.887592
2.0,200,59.210843
0.0,125,60.506381
0.0,129,61.33377
0.0,127,62.637436
5.0,350,66.417253
0.0,127,67.692031
