# {"t_start": 1586209891.9149477, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,1.630787
0.0,127,2.49626
0.0,129,3.334263
5.0,352,5.83167
0.0,129,6.69321
0.0,129,7.498666
5.0,348,9.729536
3.0,248,11.41207
1.0,176,12.458724
5.0,350,14.920685
5.0,350,17.576475
0.0,129,18.175365
10.0,431,21.90137
9.0,404,25.090376
0.0,125,26.064617
2.0,200,27.482517
3.0,246,29.512831
0.0,129,30.506592
0.0,127,31.469898
2.0,202,32.842685
9.0,404,35.956313
0.0,127,36.914374
0.0,125,37.895214
9.0,404,41.485774
5.0,350,44.501468
0.0,129,45.505641
0.0,125,46.157409
0.0,127,47.120026
0.0,129,48.109883
2.0,202,49.865002
0.0,125,50.689597
0.0,127,51.757296
5.0,372,54.814078
0.0,123,55.823143
3.0,248,57.776792
0.0,127,58.764756
0.0,129,59.736602
2.0,198,61.140624
0.0,125,62.127685
5.0,350,65.161101
0.0,125,65.853627
9.0,404,69.256013
0.0,127,70.321479
0.0,127,71.40869
1.0,159,72.613443
0.0,127,73.58669
2.0,202,75.3325
2.0,202,76.791019
6.0,380,79.780568
2.0,200,81.473638
2.0,202,82.945898
0.0,129,83.937899
5.0,333,86.490106
10.0,453,90.321811
1.0,157,91.493599
4.0,298,93.7389
0.0,129,94.676686
1.0,174,95.948858
2.0,227,97.705923
2.0,185,99.037669
5.0,350,101.918095
6.0,402,104.956178
3.0,229,106.756261
6.0,401,109.877217
0.0,127,110.82229
1.0,155,111.883855
3.0,251,113.614852
1.0,174,115.109415
0.0,127,116.121534
16.0,524,120.30408
3.0,236,121.9454
14.0,479,125.751693
7.0,250,127.679803
1.0,155,128.804625
2.0,227,130.561563
1.0,177,131.85199
13.0,367,134.713957
9.0,425,138.010547
0.0,129,138.980311
0.0,129,139.97445
1.0,154,141.151737
7.0,248,143.08183
11.0,271,145.127535
9.0,449,148.461376
12.0,321,150.78441
0.0,127,151.713699
7.0,412,154.9497
8.0,466,158.834546
3.0,209,160.431183
0.0,129,161.484818
0.0,129,162.514815
12.0,519,167.715307
2.0,220,169.76984
11.0,472,173.772934
8.0,472,178.049049
2.0,203,179.591849
5.0,301,182.364139
0.0,129,183.424043
8.0,279,185.693362
10.0,451,189.375666
0.0,129,190.484693
16.0,553,195.336445
0.0,129,196.430046
12.0,472,200.889991
3.0,215,202.590618
6.0,343,205.57437
14.0,550,210.5583
16.0,468,214.381472
11.0,414,218.430954
0.0,129,219.168831
14.0,598,225.020535
7.0,450,228.771313
2.0,201,230.561487
8.0,448,234.149733
8.0,447,237.687419
4.0,304,239.90576
6.0,327,242.210293
13.0,352,244.867339
1.0,157,245.968822
12.0,302,248.096973
6.0,347,250.750474
2.0,185,251.959949
9.0,457,255.529227
3.0,251,257.436364
11.0,472,261.336377
2.0,183,262.989614
3.0,249,264.767692
1.0,155,265.908677
10.0,569,270.533329
6.0,351,273.135603
10.0,451,276.692712
6.0,348,279.194573
2.0,221,280.895527
11.0,271,282.88434
15.0,437,286.1191
6.0,379,288.904248
3.0,272,290.847279
5.0,310,293.371047
4.0,322,295.710365
13.0,607,300.316418
5.0,375,302.857189
4.0,302,305.212075
7.0,409,308.133923
6.0,403,311.068758
4.0,282,313.042186
10.0,553,317.079242
14.0,422,320.115955
9.0,471,323.78703
9.0,489,327.77034
13.0,372,330.390148
15.0,673,335.701953
12.0,446,338.935188
8.0,417,342.025037
11.0,516,345.925014
13.0,497,349.697766
15.0,441,352.992164
11.0,407,356.018711
4.0,245,357.845338
8.0,410,360.953421
11.0,417,364.066206
11.0,472,367.929729
12.0,320,370.138782
9.0,398,373.098943
9.0,513,376.992174
13.0,618,381.588916
15.0,609,385.930494
14.0,680,391.234947
9.0,445,394.424438
9.0,461,398.035976
6.0,379,400.562571
14.0,509,404.449023
10.0,494,408.113387
22.0,775,413.991941
12.0,302,416.324206
18.0,763,422.561542
13.0,333,425.481898
11.0,520,429.390896
12.0,513,433.170959
14.0,586,437.63837
21.0,608,442.102937
10.0,528,446.414241
14.0,574,450.882664
16.0,442,454.003146
15.0,418,456.989411
8.0,462,460.459125
11.0,477,463.905365
8.0,458,467.700374
17.0,579,472.003779
12.0,604,476.508374
16.0,466,480.003211
12.0,628,484.37329
12.0,628,489.175207
15.0,417,492.320239
19.0,625,496.988393
19.0,659,502.182124
17.0,490,505.948598
16.0,550,510.158319
12.0,616,514.760029
20.0,684,519.759641
15.0,622,524.454825
11.0,547,528.413746
12.0,552,532.775194
8.0,450,536.164122
10.0,527,540.343192
14.0,382,543.279343
10.0,543,547.275132
10.0,396,550.170572
5.0,313,552.614353
19.0,608,556.956214
19.0,566,561.320133
10.0,576,565.3897
12.0,447,568.588555
6.0,375,571.36572
15.0,550,575.558718
15.0,473,579.160479
18.0,518,583.008265
31.0,768,588.731427
7.0,451,591.945554
13.0,594,596.501141
20.0,694,601.864609
9.0,348,604.520006
13.0,527,608.428292
17.0,666,613.392629
19.0,560,617.505953
13.0,600,622.040836
14.0,656,626.995646
12.0,321,629.22469
12.0,552,633.232589
13.0,353,635.899311
9.0,483,639.521054
15.0,547,643.924297
19.0,450,647.122363
10.0,540,651.140012
17.0,523,655.032436
8.0,453,658.519299
14.0,546,662.549488
16.0,785,668.509444
13.0,613,673.507594
20.0,586,678.058176
12.0,551,682.119904
13.0,683,687.228652
12.0,628,691.924337
18.0,706,697.323057
13.0,547,701.320752
11.0,504,705.054025
25.0,728,710.333635
16.0,426,713.442433
20.0,639,718.290233
10.0,541,722.295752
11.0,582,726.752314
17.0,566,730.877151
18.0,660,735.897124
13.0,567,740.35985
15.0,572,744.552078
26.0,745,750.235382
21.0,729,755.922793
14.0,664,761.207119
13.0,614,766.098445
8.0,454,769.717875
18.0,549,774.309216
20.0,722,779.809275
14.0,612,784.501056
15.0,660,789.498857
13.0,624,794.199875
14.0,490,797.671112
5.0,366,800.438588
27.0,829,807.241962
17.0,687,812.739847
10.0,522,816.706124
24.0,778,822.675932
20.0,655,828.358682
16.0,670,833.352835
12.0,579,837.611306
24.0,526,841.859733
18.0,496,846.082064
11.0,593,850.771794
12.0,519,854.957272
14.0,593,859.923316
21.0,693,865.424524
15.0,608,870.349842
24.0,599,875.074708
16.0,674,880.247095
13.0,491,883.906667
10.0,543,888.259832
22.0,803,894.557084
18.0,685,900.048505
28.0,775,906.059383
25.0,853,912.379095
23.0,757,918.342827
11.0,561,922.852241
25.0,664,927.859973
9.0,454,931.146756
35.0,847,937.725218
