# {"t_start": 1587174675.9506264, "env_id": "MiniGrid-Empty-8x8-v0"} 
r,l,t
0,256,3.877942
0,256,5.778146
0,256,7.680239
0,256,9.589386
0,256,11.54328
0.240625,216,13.435197
0,256,15.354482
0,256,17.308528
0.883984,33,17.452123
0.817187,52,18.061694
0.194922,229,19.859629
0.880469,34,20.026105
0,256,21.924222
0.898047,29,22.054888
0.518359,137,23.038143
0.360156,182,24.706078
0.514844,138,25.818566
0,256,27.785421
0.8875,32,27.923764
0.94375,16,28.001509
0.866406,38,28.192254
0,256,30.153436
0.560547,125,31.079059
0.94375,16,31.148895
0.384766,175,32.773277
0.894531,30,32.903
0.813672,53,33.14715
0.486719,146,34.659718
0.166797,237,36.135978
0.736328,75,36.856872
0.834766,47,37.06693
0.658984,97,37.926334
0.880469,34,38.092106
0.356641,183,39.675672
0.750391,71,39.982128
0.792578,59,40.641862
0.873437,36,40.814531
0.546484,129,41.802845
0.465625,152,42.9383
0.609766,111,43.767366
0.244141,215,45.514282
0.641406,102,46.3482
0.929688,20,46.451016
0.697656,86,47.298994
0.564062,124,48.262671
0.926172,21,48.375268
0.806641,55,48.61342
0.247656,214,50.336073
0.817187,52,50.561305
0.810156,54,51.189717
0.708203,83,51.588112
0.184375,232,53.384795
0,256,55.270955
0.687109,89,56.103309
0.869922,37,56.277434
0.912109,25,56.388708
0.803125,56,57.150168
0.708203,83,57.533211
0.855859,41,58.120171
0.862891,39,58.295429
0.739844,74,59.103843
0.581641,119,59.645538
0,256,61.618283
0.655469,98,62.434519
0.159766,239,64.303658
0.922656,22,64.400446
0.922656,22,64.497931
0.746875,72,65.284355
0.384766,175,66.502686
0.891016,31,67.020484
0.838281,46,67.231401
0.655469,98,68.045506
0.760938,68,68.338429
0.915625,24,68.442677
0.901563,28,68.9486
0.658984,97,69.401536
0.764453,67,70.085603
0.803125,56,70.336734
0.912109,25,70.897542
0.767969,66,71.192166
0.876953,35,71.343559
0.581641,119,72.335747
0.743359,73,73.057378
0.908594,26,73.179208
0.616797,109,74.053303
0.838281,46,74.267791
0.950781,14,74.327349
0.950781,14,74.747022
0.771484,65,75.124619
0.680078,91,75.953191
0.785547,61,76.224263
0.479687,148,77.35402
0,256,79.323273
0.859375,40,79.891659
0.557031,126,80.898159
0.869922,37,81.059956
0.739844,74,81.754164
0.883984,33,81.953125
0.950781,14,82.014431
0.571094,122,82.960858
0.778516,63,83.244047
0.957812,12,83.299443
0.799609,57,83.964635
0.936719,18,84.042225
0.528906,134,85.022768
0.94375,16,85.091221
0.792578,59,85.726371
0.933203,19,85.814922
0.479687,148,86.824586
0.360156,182,88.060631
0.848828,43,88.686914
0.94375,16,88.756638
0.862891,39,88.923705
0.891016,31,89.061669
0.757422,69,89.761176
0.922656,22,89.855594
0.950781,14,89.92192
0.595703,115,90.845444
0.929688,20,90.948901
0.919141,23,91.056471
0.908594,26,91.560746
0.933203,19,91.657163
0.694141,87,92.085653
0.929688,20,92.541731
0.771484,65,92.824737
0.486719,146,93.889569
0.926172,21,93.98281
0.525391,135,95.385588
0.901563,28,95.551814
0.950781,14,95.613676
0.957812,12,95.664785
0.940234,17,95.740181
0.609766,111,96.57026
0.898047,29,96.69355
0.789062,60,97.380276
0.339062,188,98.578518
0.933203,19,98.662939
0.94375,16,98.735348
0.891016,31,99.233338
0.908594,26,99.351447
0.891016,31,99.488533
0.486719,146,100.571336
0.813672,53,101.321164
0.630859,105,101.850087
0.957812,12,102.269648
0.929688,20,102.383439
0.634375,104,102.861978
0.922656,22,103.323713
0.595703,115,104.255192
0.655469,98,104.71863
0.8875,32,105.21832
0.940234,17,105.326649
0.94375,16,105.404906
0.838281,46,105.610077
0.947266,15,105.673603
0.778516,63,106.355067
0.852344,42,106.578471
0.785547,61,107.255646
0.701172,85,107.674585
0.954297,13,107.736004
0.820703,51,108.351487
0.736328,75,108.673196
0.198437,228,110.563585
0.876953,35,110.713108
0.947266,15,111.223641
0.820703,51,111.487472
0.609766,111,112.359629
0,256,114.316355
0.912109,25,114.430178
0.94375,16,114.499174
0.824219,50,115.066285
0.775,64,115.376101
0.954297,13,115.431947
0.894531,30,115.561933
0.894531,30,116.142752
0.722266,79,116.554401
0.919141,23,116.658524
0.542969,130,117.644309
0.806641,55,118.288529
0.6625,96,119.094656
0.813672,53,119.349156
0.824219,50,119.576402
0.142188,244,121.58672
0.891016,31,122.063502
0.715234,81,122.475689
0.746875,72,123.181971
0.859375,40,123.361742
0.539453,131,124.327322
0.933203,19,124.409923
0.680078,91,125.211745
0.94375,16,125.281888
0.620313,108,126.159024
0.310937,196,127.418722
0,256,129.412625
0.588672,117,130.300808
0.753906,70,131.036932
0.947266,15,131.101924
0.648438,100,131.937038
0.950781,14,131.998754
0.947266,15,132.063256
0.775,64,132.339331
0.883984,33,132.894963
0.676562,92,133.341822
0.743359,73,134.058984
0.950781,14,134.132881
0.827734,49,134.705799
0.423438,164,135.88346
0.114062,252,137.767491
0.651953,99,138.678992
0.908594,26,138.81351
0.374219,178,139.957212
0.961328,11,140.004305
0.852344,42,140.584191
0,256,142.500741
0.725781,78,142.840846
0.806641,55,143.482726
0.950781,14,143.558351
0.792578,59,143.815743
0.891016,31,143.950621
0.961328,11,144.341912
0.947266,15,144.406858
0.83125,48,144.611096
0.929688,20,144.696484
0.905078,27,144.812622
0.286328,203,146.538153
0.933203,19,146.635321
0.715234,81,147.405044
0.296875,200,148.746589
0.226562,220,150.508528
0.560547,125,151.473369
0.912109,25,151.592847
0.936719,18,151.684788
0.60625,112,152.655428
0.957812,12,152.707801
0.441016,159,154.254521
0.841797,45,154.479614
0.94375,16,154.547128
0.342578,187,155.797606
0.936719,18,156.254002
0.771484,65,156.599503
0.954297,13,156.658424
0.423438,164,158.140826
0.883984,33,158.330351
0.940234,17,158.409175
0.820703,51,158.630755
0.135156,246,160.518479
0.627344,106,161.39063
0.571094,122,162.373302
0.950781,14,162.433337
0.599219,114,163.340067
0.690625,88,164.139376
0.613281,110,164.989687
0.792578,59,165.287579
0.957812,12,165.339947
0.764453,67,166.030428
0.346094,186,167.258366
0.94375,16,167.329574
0.658984,97,168.188435
0.732812,76,168.897297
0.648438,100,169.359252
0.894531,30,169.85215
0.869922,37,170.040076
0.838281,46,170.238643
0.623828,107,171.111166
0.950781,14,171.183567
0.813672,53,171.822454
0.729297,77,172.19549
0.905078,27,172.31053
0.546484,129,173.286151
0.901563,28,173.793823
0.957812,12,173.86382
0.936719,18,173.949972
0,256,175.883204
0.820703,51,176.151734
0.792578,59,176.871054
0.915625,24,177.00829
0.535937,132,177.993119
0.862891,39,178.163404
0.954297,13,178.218692
0.539453,131,179.283715
0.602734,113,180.191682
0.785547,61,180.857082
0.542969,130,181.811367
0.149219,242,183.68303
0.961328,11,183.741513
0.486719,146,184.792098
0.954297,13,184.859599
0,256,186.783486
0.894531,30,186.911749
0.60625,112,187.847424
0.957812,12,187.898459
0.919141,23,187.997026
0.722266,79,188.746768
0.817187,52,188.993222
0.898047,29,189.491424
0.933203,19,189.594682
0.8875,32,189.734412
0.588672,117,190.661015
0.806641,55,190.939814
0.926172,21,191.046956
0.767969,66,191.748588
0.690625,88,192.50072
0.778516,63,192.802606
0.950781,14,192.862447
0.567578,123,193.793437
0.954297,13,193.848712
0.279297,205,195.580602
0.866406,38,195.748599
0.880469,34,196.246793
0.796094,58,196.541345
0.673047,93,197.422513
0.585156,118,198.332809
0.855859,41,198.551264
0.954297,13,198.613181
0.483203,147,199.698762
0,256,201.637832
0.680078,91,202.542718
0.862891,39,202.711106
0.592187,116,203.604749
0.701172,85,204.398478
0.954297,13,204.456357
0.817187,52,204.680872
0.950781,14,204.74113
0.961328,11,204.798508
0.950781,14,205.327475
0.789062,60,205.59741
0.767969,66,206.234885
0.936719,18,206.328367
0.778516,63,206.615843
0.325,192,208.202096
0.725781,78,208.576926
0.929688,20,208.664454
0.957812,12,209.090261
0.655469,98,209.566661
0.782031,62,210.256872
0.817187,52,210.499563
0.648438,100,211.323194
0.683594,90,212.095467
0.641406,102,212.934762
0.806641,55,213.236101
0.954297,13,213.291272
0.961328,11,213.339134
0.521875,136,214.404088
0.694141,87,215.185781
0.760938,68,215.494349
0.926172,21,215.952084
0.908594,26,216.114023
0.535937,132,217.203743
0.957812,12,217.257437
0.926172,21,217.348672
0.669531,94,218.174373
0.915625,24,218.282324
0.908594,26,218.392304
0.775,64,219.054817
0.827734,49,219.283751
0.743359,73,220.022116
0.722266,79,220.382487
0.767969,66,221.094206
0.950781,14,221.154619
0.961328,11,221.207193
0.644922,101,222.135175
0.862891,39,222.306317
0.349609,185,223.520653
0.908594,26,224.031144
0.883984,33,224.176741
0.55,128,225.199493
0.251172,213,226.903131
0.796094,58,227.179235
0.957812,12,227.233084
0.866406,38,227.408058
0.894531,30,228.004117
0.852344,42,228.191185
0.49375,144,229.309609
0.957812,12,229.360871
0.880469,34,229.857481
0.957812,12,229.942372
0.525391,135,230.931825
0.757422,69,231.262734
0.159766,239,233.236694
0.957812,12,233.287692
0.894531,30,233.422046
0.767969,66,234.081227
0.581641,119,235.019202
0.166797,237,236.986974
0.901563,28,237.147299
0.852344,42,237.358072
0.483203,147,238.468783
0.957812,12,238.521854
0.940234,17,238.977516
0.782031,62,239.257726
0.961328,11,239.304513
0.6625,96,240.113716
0.38125,176,241.285028
0.950781,14,241.354191
0.898047,29,241.852257
0.701172,85,242.249257
0.834766,47,242.950119
0.950781,14,243.016165
0.940234,17,243.099039
0.743359,73,243.451178
0.585156,118,244.478964
0.753906,70,245.176526
0.789062,60,245.435726
0.838281,46,246.035877
0.827734,49,246.260952
