# {"t_start": 1586192362.02949, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,894,9.54127
-20.0,923,16.90141
-20.0,842,23.753812
-19.0,939,31.258785
-20.0,865,37.182696
-21.0,780,42.194284
-21.0,919,48.274572
-21.0,821,53.275639
-19.0,1021,59.889181
-21.0,820,65.214279
-20.0,962,71.572283
-21.0,886,77.711356
-20.0,837,83.372962
-21.0,823,88.9715
-20.0,1034,95.969074
-21.0,837,101.142456
-20.0,860,106.625123
-20.0,901,112.766809
-21.0,879,118.649176
-20.0,832,123.806702
-21.0,845,129.641664
-20.0,830,134.880578
-18.0,1113,142.309495
-19.0,946,148.269007
-20.0,883,153.982889
-18.0,1056,161.13103
-21.0,989,167.538954
-18.0,1091,174.753617
-20.0,955,180.916906
-20.0,977,187.858429
-21.0,871,193.847052
-17.0,1208,201.522689
-21.0,955,207.413207
-20.0,865,212.902349
-20.0,951,218.987127
-20.0,832,224.08658
-19.0,913,229.814533
-20.0,860,235.656376
-20.0,869,241.222027
-21.0,780,246.305597
-21.0,965,252.509029
-19.0,938,258.553803
-20.0,841,263.778431
-21.0,819,269.058419
-20.0,867,274.339362
-21.0,868,279.992331
-19.0,1022,286.85262
-20.0,924,292.775723
-21.0,789,297.789954
-20.0,955,303.888739
-21.0,792,309.166299
-18.0,1442,318.374347
-19.0,1172,325.81491
-19.0,1026,332.283769
-19.0,1145,339.491364
-21.0,1158,347.006179
-20.0,966,353.248321
-18.0,1159,360.514443
-19.0,1083,367.248182
-19.0,1084,374.195855
-18.0,1415,383.121207
-21.0,965,389.085117
-19.0,1300,397.445239
-16.0,1397,406.078742
-17.0,1604,416.265721
-17.0,1394,425.309899
-16.0,1674,435.935425
-20.0,1524,445.619461
-17.0,1725,456.491289
-17.0,1758,467.768834
-13.0,2132,481.527182
-17.0,1727,492.297569
-21.0,1936,504.750774
-18.0,1754,516.044918
-19.0,1834,527.778338
-20.0,1922,540.251329
-9.0,2419,556.317909
-12.0,2278,571.102091
-6.0,2738,588.630338
-14.0,2035,601.77312
-18.0,1778,613.297706
-15.0,2447,629.148296
-21.0,1422,638.349699
-5.0,2823,656.91776
-4.0,3257,677.975876
-11.0,2261,692.319411
-10.0,2725,710.01441
-2.0,3329,731.73594
-1.0,3273,752.564762
-8.0,2351,767.488656
-3.0,2711,785.261775
-8.0,2343,800.243683
-15.0,2283,814.975161
-17.0,2380,830.228762
-1.0,3105,850.335162
-14.0,2372,865.37367
3.0,3097,885.230394
3.0,3206,905.796515
3.0,2904,924.586796
2.0,3311,945.973139
-4.0,2904,964.527275
-1.0,3706,988.412432
3.0,2910,1007.09263
9.0,2769,1025.068556
6.0,2895,1043.49144
-2.0,3617,1066.958954
11.0,2435,1082.701709
5.0,3071,1102.498606
-5.0,2995,1121.611315
1.0,3028,1141.222143
-6.0,2995,1160.474842
7.0,2687,1177.865942
-4.0,3267,1198.844012
-7.0,2792,1216.800063
-5.0,2849,1235.088087
-2.0,3734,1259.469131
-5.0,2881,1277.938323
18.0,1812,1289.636485
13.0,2265,1304.432221
-3.0,3725,1328.468492
11.0,2482,1344.497071
-9.0,3288,1365.815619
-7.0,3364,1387.545157
-5.0,3486,1410.249459
16.0,2150,1423.966799
-3.0,3761,1448.350227
19.0,1749,1459.467753
-1.0,4515,1488.820475
-4.0,3704,1512.609288
2.0,4121,1539.249669
4.0,3657,1562.839237
14.0,2106,1576.616457
-3.0,4171,1603.44759
-1.0,4032,1629.717618
18.0,1805,1641.37571
3.0,3391,1663.10347
10.0,2164,1677.140028
2.0,3707,1701.083666
6.0,3446,1723.450567
19.0,1716,1734.604591
13.0,2205,1749.120709
-3.0,3760,1773.428988
20.0,1661,1784.201985
7.0,3105,1804.281299
2.0,4354,1832.432352
3.0,3866,1857.372732
5.0,3426,1879.556947
19.0,1777,1891.096909
2.0,4081,1917.499642
20.0,1667,1928.590942
18.0,1838,1940.497226
6.0,3539,1963.454858
-1.0,4160,1990.321189
20.0,1713,2001.495386
17.0,1899,2013.747191
3.0,4257,2041.160067
16.0,1967,2053.937324
4.0,3849,2078.900216
-8.0,3262,2100.072785
18.0,1808,2111.842797
17.0,1948,2124.375749
18.0,1804,2136.007452
18.0,1843,2147.885977
15.0,2084,2161.582118
14.0,2042,2174.835747
11.0,3218,2195.600794
12.0,2614,2212.463422
13.0,2939,2231.439955
14.0,2855,2249.855848
15.0,2308,2264.780036
3.0,3423,2287.067007
18.0,1767,2298.534113
14.0,2468,2314.480087
12.0,3372,2336.33691
16.0,2531,2352.610766
19.0,2125,2366.445205
20.0,1671,2377.219409
14.0,2533,2393.660749
9.0,2852,2412.104188
20.0,1670,2422.904551
14.0,2942,2441.9326
17.0,1930,2454.479733
19.0,2103,2467.97028
18.0,2206,2482.451196
20.0,1727,2493.614893
16.0,2411,2509.222034
12.0,2980,2528.574428
14.0,2285,2543.341357
18.0,1780,2554.962067
20.0,1727,2565.994994
18.0,1773,2577.732201
17.0,1962,2590.505527
16.0,2316,2605.477983
19.0,2048,2618.775301
20.0,1728,2629.815349
18.0,1826,2641.616875
19.0,2244,2656.203603
19.0,1788,2667.859496
19.0,2033,2680.981846
15.0,2386,2696.271942
18.0,2098,2710.001339
18.0,2081,2723.505883
19.0,2111,2736.958265
17.0,2224,2751.560067
20.0,1667,2762.263383
17.0,1930,2774.86321
14.0,2105,2789.410593
19.0,2106,2803.246257
18.0,1791,2814.848076
17.0,2249,2829.365378
21.0,1693,2840.359021
15.0,2349,2855.762159
20.0,1695,2866.667544
17.0,2319,2881.8269
19.0,1721,2893.229853
19.0,1739,2904.352012
16.0,2591,2921.105293
16.0,2326,2936.399938
19.0,1881,2948.445331
18.0,1911,2960.890124
19.0,1744,2972.267093
18.0,1763,2983.591239
18.0,1878,2996.021019
16.0,2036,3009.209686
20.0,1746,3020.647454
20.0,1861,3032.632575
17.0,1954,3045.318503
16.0,2005,3058.391819
20.0,1795,3070.542236
19.0,1861,3083.282748
16.0,2101,3097.363592
15.0,2121,3112.604121
18.0,1797,3125.396199
20.0,1671,3136.806696
14.0,2124,3151.180149
16.0,1982,3164.896082
20.0,1666,3176.310484
21.0,1687,3188.307581
17.0,2091,3201.983477
20.0,1667,3213.149811
19.0,1896,3226.240391
17.0,1861,3238.921739
20.0,1662,3250.294214
14.0,2186,3266.073888
18.0,1833,3278.116573
18.0,1914,3291.065371
19.0,1808,3303.931862
20.0,1690,3315.185216
14.0,2105,3331.253862
20.0,1669,3344.548592
19.0,1794,3359.551095
18.0,1926,3373.473007
18.0,1772,3386.213993
19.0,1745,3399.272458
18.0,1776,3412.043427
21.0,1651,3423.934983
19.0,1826,3437.008262
18.0,1948,3451.246856
20.0,1683,3463.21504
20.0,1665,3476.253073
13.0,2193,3493.697755
18.0,1832,3508.167715
16.0,2027,3523.344409
16.0,1914,3537.193883
16.0,1848,3550.846801
20.0,1661,3563.020226
16.0,2089,3578.161608
18.0,1870,3591.928833
20.0,1696,3604.13084
20.0,1752,3617.057968
19.0,1743,3629.584605
19.0,1751,3642.364316
18.0,1854,3655.797582
12.0,2161,3672.018989
9.0,2389,3690.199018
18.0,1824,3703.960859
20.0,1681,3716.211379
19.0,1781,3729.286487
20.0,1708,3741.786335
17.0,1903,3755.754756
20.0,1682,3768.496367
20.0,1772,3781.614999
20.0,1670,3794.191983
20.0,1726,3806.873196
20.0,1686,3819.223282
20.0,1666,3831.593784
20.0,1664,3843.732994
19.0,1752,3857.256921
19.0,1735,3871.22649
19.0,1771,3884.668231
19.0,1757,3897.70243
18.0,1981,3912.068985
19.0,1713,3924.770502
17.0,1944,3938.902436
21.0,1700,3951.358318
16.0,1973,3965.819379
12.0,2380,3983.385329
13.0,2398,4001.057336
19.0,1737,4013.698486
20.0,1663,4025.896171
20.0,1775,4038.908597
14.0,2195,4054.91586
16.0,1927,4069.068778
20.0,1665,4081.328954
17.0,1883,4095.2704
16.0,2039,4110.273386
14.0,2056,4125.256986
19.0,1885,4139.220983
20.0,1778,4152.022058
20.0,1746,4164.858425
19.0,1794,4177.943738
21.0,1705,4190.392022
18.0,1865,4204.194039
16.0,2089,4219.449372
20.0,1718,4232.064694
20.0,1663,4244.174745
19.0,1736,4257.64894
21.0,1692,4270.285543
21.0,1650,4282.345502
21.0,1655,4294.428024
18.0,1821,4307.622991
17.0,1851,4321.197826
20.0,1772,4334.608639
19.0,1722,4346.916815
20.0,1745,4360.388632
20.0,1713,4374.037585
19.0,1767,4387.00574
19.0,1755,4400.151066
20.0,1671,4412.713566
19.0,1722,4425.951295
20.0,1689,4438.209707
20.0,1708,4451.615533
20.0,1671,4463.818867
20.0,1751,4476.40201
20.0,1773,4489.373018
21.0,1656,4501.473872
18.0,1788,4514.531543
19.0,1775,4527.482072
17.0,1893,4541.419544
20.0,1666,4553.693185
19.0,1872,4567.257621
19.0,1758,4580.042686
16.0,1908,4593.935299
19.0,1736,4606.476676
20.0,1746,4619.376142
19.0,1762,4632.174194
17.0,1885,4645.604552
18.0,1815,4658.943784
17.0,1857,4672.218623
21.0,1666,4684.249362
19.0,1837,4697.473698
20.0,1667,4709.604892
20.0,1669,4721.604636
20.0,1692,4734.000613
18.0,1892,4747.501473
16.0,1971,4762.351827
19.0,1807,4776.544297
20.0,1671,4790.275746
21.0,1648,4803.901671
21.0,1849,4817.270731
20.0,1668,4829.305801
19.0,1733,4841.822976
19.0,1783,4854.766026
21.0,1670,4867.172321
18.0,1788,4880.079621
21.0,1649,4891.875936
19.0,1757,4904.391643
18.0,1869,4919.869259
20.0,1746,4934.108255
21.0,1652,4947.36467
21.0,1671,4959.34706
21.0,1673,4971.117623
21.0,1668,4982.931637
19.0,1713,4995.225539
21.0,1669,5007.036397
18.0,2007,5021.035383
20.0,1825,5034.113738
21.0,1668,5045.849752
21.0,1789,5058.388563
19.0,1782,5071.380051
19.0,1733,5083.77572
21.0,1667,5096.767829
21.0,1714,5109.44624
21.0,1653,5121.081789
19.0,1856,5134.647894
20.0,1764,5147.383882
21.0,1670,5160.678823
19.0,1753,5174.70449
20.0,1681,5186.765172
20.0,1669,5200.134793
20.0,1793,5215.68324
19.0,1922,5229.981699
20.0,1667,5242.017985
20.0,1924,5255.734526
19.0,1921,5269.428984
20.0,1693,5281.440339
21.0,1671,5293.303268
20.0,1685,5305.37959
18.0,1949,5319.227921
21.0,1667,5331.178681
21.0,1666,5343.307131
20.0,1682,5355.199143
21.0,1651,5367.0739
21.0,1649,5378.965172
20.0,1667,5390.878919
19.0,1804,5403.785025
21.0,1648,5415.692996
20.0,1765,5429.004404
19.0,1980,5443.061238
21.0,1667,5454.988174
19.0,1782,5468.391936
20.0,1671,5480.552706
21.0,1669,5492.547265
20.0,1682,5504.509941
20.0,1757,5518.158498
20.0,1727,5530.335385
19.0,1757,5542.86359
20.0,1749,5555.4483
21.0,1646,5567.271041
20.0,1665,5579.166321
21.0,1695,5591.174629
21.0,1714,5603.313411
21.0,1695,5615.67094
21.0,1650,5627.145997
21.0,1671,5639.10299
21.0,1651,5650.978933
19.0,1903,5664.599544
20.0,1807,5677.970596
21.0,1649,5689.772681
21.0,1672,5701.618252
20.0,1769,5714.417969
20.0,1670,5726.3948
19.0,1781,5739.224111
20.0,1716,5751.309122
21.0,1674,5763.305785
19.0,1803,5776.208971
21.0,1670,5788.154017
17.0,1902,5801.74619
21.0,1648,5815.308616
21.0,1671,5827.221657
21.0,1666,5838.975533
21.0,1673,5850.949777
21.0,1648,5862.582602
21.0,1673,5875.053732
20.0,1667,5886.320446
21.0,1671,5897.524887
21.0,1651,5908.403846
21.0,1650,5919.401426
21.0,1650,5930.379411
21.0,1668,5941.307194
21.0,1668,5952.233068
21.0,1648,5963.101654
21.0,1672,5974.135323
20.0,1827,5986.102281
21.0,1652,5997.034633
21.0,1667,6007.985649
20.0,1724,6019.166819
21.0,1649,6030.001582
20.0,1667,6040.931445
21.0,1668,6051.784397
20.0,1907,6064.320837
21.0,1672,6075.254948
20.0,1701,6086.221606
20.0,1749,6097.707939
20.0,1671,6108.651281
19.0,1854,6120.88982
21.0,1672,6131.863075
21.0,1721,6142.971355
20.0,1671,6153.864047
19.0,1719,6165.113417
19.0,1743,6176.427758
21.0,1652,6187.261392
19.0,1813,6199.229066
21.0,1667,6210.132245
21.0,1673,6221.012496
16.0,1999,6234.20167
20.0,1710,6245.300017
21.0,1647,6256.052212
21.0,1671,6266.988768
20.0,1700,6278.00552
21.0,1651,6288.834751
21.0,1649,6299.616803
18.0,1891,6311.983508
21.0,1650,6322.749603
19.0,1791,6334.428179
20.0,1681,6345.286287
21.0,1650,6356.028651
21.0,1649,6366.851293
20.0,1665,6377.614897
21.0,1673,6388.420202
21.0,1652,6399.21312
20.0,1663,6409.992141
21.0,1718,6421.148094
19.0,1782,6432.849653
21.0,1671,6443.727759
21.0,1647,6454.463676
21.0,1651,6465.283996
21.0,1648,6475.814253
21.0,1668,6486.656187
21.0,1650,6497.488055
10.0,2133,6511.461303
19.0,1774,6522.999283
21.0,1648,6533.756653
21.0,1672,6544.543425
20.0,1722,6555.647962
20.0,1793,6567.338843
20.0,1688,6578.308896
20.0,1666,6589.101453
21.0,1674,6599.991369
21.0,1671,6610.862578
21.0,1648,6621.645536
21.0,1666,6632.466361
21.0,1648,6645.148548
20.0,1682,6659.52678
21.0,1649,6674.097792
20.0,1793,6689.666952
20.0,1826,6705.38991
21.0,1654,6719.776039
20.0,1700,6734.816985
21.0,1672,6749.424446
20.0,1799,6765.40073
19.0,1832,6781.641857
19.0,1889,6798.087008
