# {"t_start": 1586192361.991835, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,812,9.039164
-21.0,850,15.673237
-21.0,791,22.357748
-21.0,964,29.874813
-20.0,960,36.821447
-21.0,823,42.020623
-20.0,931,47.89555
-21.0,786,52.798252
-20.0,892,58.494834
-20.0,901,64.485904
-19.0,1140,71.931058
-21.0,842,77.875866
-21.0,817,83.410408
-20.0,914,89.470441
-21.0,851,95.357894
-21.0,907,101.069899
-21.0,820,106.163563
-21.0,819,111.794563
-20.0,834,117.278293
-21.0,1065,124.277286
-20.0,956,130.630349
-20.0,835,136.231489
-20.0,957,142.377099
-21.0,852,147.882069
-21.0,1019,154.472929
-19.0,1042,161.539524
-20.0,903,167.292409
-21.0,805,172.441218
-19.0,988,178.926061
-20.0,912,185.362671
-21.0,759,190.489636
-21.0,836,196.133732
-20.0,1050,202.662464
-20.0,990,208.940578
-20.0,919,214.661454
-20.0,1012,221.02841
-20.0,839,226.39347
-20.0,831,231.528188
-20.0,1030,238.368679
-18.0,1073,245.454245
-18.0,1037,252.242228
-21.0,778,257.088816
-21.0,821,262.245699
-20.0,831,267.603535
-21.0,806,272.612781
-19.0,1142,279.916569
-21.0,850,285.789418
-19.0,968,291.891456
-19.0,1170,299.35795
-21.0,820,304.610827
-20.0,880,310.384809
-21.0,810,315.734709
-21.0,910,321.500803
-20.0,943,327.395891
-18.0,1153,334.66499
-19.0,1114,341.904543
-20.0,1135,349.138065
-20.0,924,354.932587
-17.0,1358,363.604299
-20.0,993,369.677308
-17.0,1261,377.662375
-18.0,1500,387.175771
-19.0,1061,393.802239
-18.0,1562,403.603041
-15.0,1811,414.932101
-16.0,1808,426.806242
-19.0,1344,435.226662
-17.0,1855,446.887898
-17.0,1911,459.090507
-18.0,1716,470.184165
-16.0,2025,483.235654
-18.0,1894,495.025938
-20.0,1936,507.457942
-16.0,1746,518.740737
-14.0,2390,534.226431
-17.0,1811,545.901182
-17.0,1823,558.114502
-20.0,1887,570.344845
-19.0,1712,581.213049
-19.0,1743,592.607278
-21.0,1808,604.193697
-20.0,1536,614.153918
-5.0,2836,632.48612
1.0,3159,653.335242
-5.0,2780,671.103791
-16.0,1679,681.877685
-18.0,1797,693.575244
-2.0,3195,713.878741
-9.0,2278,728.903399
-8.0,2702,746.209599
-7.0,2583,762.961673
-18.0,2095,776.354426
-19.0,2245,790.714834
-4.0,3022,810.208585
3.0,3181,830.824066
-11.0,2442,846.458981
1.0,3292,867.606527
-7.0,2636,884.399133
-5.0,2961,903.378903
3.0,3174,923.865483
3.0,3015,943.426342
6.0,2711,960.84509
10.0,2733,978.411997
5.0,2732,995.903739
5.0,2810,1013.827428
-12.0,3149,1034.293161
11.0,2404,1049.736816
-9.0,3011,1069.055031
-3.0,3475,1091.480359
11.0,2583,1108.296774
-1.0,3516,1130.734137
-4.0,3242,1151.578794
6.0,2974,1170.818706
1.0,3305,1192.203698
6.0,2712,1209.562345
12.0,2290,1224.299737
13.0,2418,1239.947515
14.0,2165,1253.96344
5.0,2879,1272.714773
15.0,2063,1286.010814
-10.0,3600,1309.392576
-2.0,3844,1334.263796
-2.0,4001,1360.019294
-1.0,4242,1387.477381
17.0,2203,1401.644479
-7.0,3789,1426.269641
-11.0,2648,1443.346006
-3.0,4047,1469.32428
1.0,4246,1496.721246
15.0,2104,1510.34187
18.0,1834,1522.09127
20.0,1664,1532.853857
19.0,1743,1544.252073
1.0,3913,1569.522392
-1.0,4158,1596.54153
-1.0,3754,1620.760003
3.0,3430,1643.069818
6.0,3791,1667.365115
18.0,1933,1680.091412
16.0,1920,1692.446591
16.0,1997,1705.279911
17.0,1876,1717.481437
18.0,1855,1729.55907
16.0,1852,1741.649082
19.0,1749,1752.891697
18.0,1897,1765.177054
20.0,1670,1775.980085
16.0,2096,1789.782989
15.0,2149,1803.516308
20.0,1666,1814.217701
17.0,2053,1827.51471
20.0,1666,1838.308377
7.0,3511,1861.135183
3.0,3706,1885.12133
15.0,1930,1897.508178
4.0,3673,1921.172657
-1.0,3715,1945.602836
-5.0,3536,1968.587302
13.0,2381,1984.026009
19.0,1699,1995.034352
18.0,1804,2006.572982
19.0,1833,2018.337595
-1.0,3804,2042.951242
3.0,3800,2067.739177
5.0,3666,2091.285655
16.0,2012,2104.465689
7.0,3802,2129.164225
16.0,2072,2142.499787
20.0,1661,2153.312247
10.0,2875,2171.88222
20.0,1699,2182.802732
4.0,3412,2204.962382
5.0,3372,2226.676381
19.0,1845,2238.736185
12.0,2633,2255.740843
20.0,2087,2269.366706
17.0,2009,2282.208081
17.0,2336,2297.51526
14.0,2493,2313.554666
16.0,2302,2328.480274
18.0,1853,2340.250212
20.0,1664,2351.046544
14.0,2632,2368.216469
13.0,2585,2384.86873
17.0,1970,2397.718663
10.0,2670,2414.919827
13.0,2700,2432.318363
18.0,1817,2444.320885
18.0,2328,2459.409908
20.0,1662,2470.174488
18.0,1753,2481.301211
-1.0,2852,2500.04087
11.0,2738,2517.699144
19.0,2166,2531.864411
17.0,1808,2543.439053
16.0,2368,2558.960907
21.0,1630,2569.387251
18.0,1818,2581.437209
19.0,1775,2592.724286
17.0,2363,2608.104909
12.0,2798,2626.274608
20.0,2005,2639.115904
19.0,1748,2650.513089
18.0,1826,2662.253505
20.0,1668,2673.088561
18.0,1819,2684.696449
18.0,2244,2699.398484
20.0,1667,2710.197552
17.0,2201,2724.496649
16.0,2175,2738.502166
17.0,1858,2750.655553
20.0,2005,2763.454247
20.0,2006,2776.670074
17.0,1912,2790.033317
19.0,2027,2803.228025
19.0,1857,2815.163007
19.0,2183,2829.347067
20.0,1760,2840.913261
18.0,2094,2854.411185
20.0,1663,2865.17914
20.0,1661,2876.103545
20.0,1663,2886.951742
19.0,1780,2898.594129
20.0,1986,2911.567469
20.0,1669,2922.372376
20.0,1667,2933.160362
17.0,2021,2946.052592
16.0,2121,2959.981169
13.0,2266,2974.796083
19.0,1717,2985.988981
16.0,1884,2998.288013
19.0,1764,3009.512448
20.0,1697,3020.741951
18.0,1987,3033.530644
20.0,1727,3044.903397
20.0,1748,3056.061723
20.0,1665,3067.259778
20.0,1735,3079.226962
18.0,1754,3090.880633
17.0,2123,3105.858776
20.0,1686,3117.951939
18.0,1771,3130.07805
15.0,2078,3144.4049
20.0,1779,3156.644175
20.0,1765,3168.684537
17.0,1964,3182.201815
17.0,1996,3196.036772
19.0,1850,3208.023789
20.0,1668,3219.672828
18.0,1769,3231.511672
17.0,1968,3245.320933
18.0,1909,3258.366058
20.0,1681,3270.371291
18.0,1808,3282.483716
18.0,1830,3294.778655
18.0,1920,3308.249651
17.0,1907,3321.436855
18.0,1829,3335.842313
17.0,1878,3351.808391
19.0,1713,3364.602122
19.0,1951,3378.617003
20.0,1699,3391.655703
18.0,1914,3405.526707
11.0,2237,3421.342752
20.0,1666,3433.378356
19.0,1800,3446.651466
19.0,1795,3459.441993
15.0,2492,3478.333849
19.0,1755,3492.495404
18.0,1854,3507.225517
16.0,2008,3522.005476
19.0,1751,3535.019624
20.0,1690,3547.346788
20.0,1718,3560.032328
20.0,1666,3572.233483
21.0,1652,3583.990708
17.0,1841,3597.595357
20.0,1666,3609.658654
19.0,1837,3623.061543
21.0,1715,3635.631062
16.0,1925,3649.699155
17.0,1962,3664.137714
18.0,1827,3677.54443
20.0,1662,3690.409677
18.0,1893,3704.763225
19.0,1787,3717.861673
16.0,2074,3732.962951
11.0,2232,3749.296059
13.0,2020,3764.569198
15.0,2130,3780.389981
20.0,1664,3792.966106
20.0,1768,3805.844951
18.0,1788,3819.002824
17.0,2067,3834.294894
15.0,2082,3849.320172
21.0,1649,3862.942239
21.0,1649,3876.009789
21.0,1671,3888.354658
19.0,1796,3901.536527
18.0,1802,3914.680451
19.0,1830,3927.981799
19.0,1731,3940.795495
19.0,1798,3954.010982
18.0,1995,3968.578407
21.0,1670,3980.859281
16.0,1864,3994.58405
18.0,1846,4008.01598
21.0,1668,4020.297932
20.0,1663,4032.49842
18.0,1872,4046.267744
15.0,2014,4060.852897
19.0,1799,4074.326662
17.0,1838,4087.760606
19.0,1800,4101.005585
17.0,1927,4115.123531
17.0,1989,4129.563935
21.0,1672,4142.07506
17.0,1975,4156.439719
19.0,1794,4169.492371
20.0,1704,4181.848962
20.0,1667,4194.077299
21.0,1650,4206.30662
21.0,1652,4218.394252
20.0,1703,4230.739525
19.0,1874,4244.458339
18.0,1784,4258.541148
18.0,1855,4272.232296
19.0,1829,4285.697841
21.0,1673,4297.861535
17.0,1885,4311.375282
18.0,1788,4324.381909
20.0,1709,4337.26282
17.0,1894,4350.828258
19.0,1720,4364.925402
20.0,1741,4378.105617
20.0,1665,4390.400678
18.0,2004,4405.232586
20.0,1664,4418.419122
19.0,1842,4431.904831
19.0,1851,4446.355717
14.0,2107,4461.528276
17.0,1902,4475.4685
20.0,1716,4488.156004
20.0,1727,4500.61993
20.0,1809,4513.779219
19.0,1783,4526.780596
19.0,1841,4540.198935
20.0,1687,4552.838753
18.0,1809,4566.076566
16.0,2090,4581.124665
19.0,1759,4593.952419
18.0,1803,4607.1062
20.0,1768,4620.145563
16.0,2025,4634.646879
20.0,1666,4646.637533
20.0,1716,4659.170469
21.0,1646,4671.071778
20.0,1684,4683.176591
19.0,1765,4696.054936
19.0,1784,4709.024935
19.0,1839,4722.185998
19.0,1738,4734.599119
19.0,1740,4747.256695
9.0,2376,4765.122567
19.0,1840,4779.529073
20.0,1666,4793.709211
21.0,1653,4806.803057
21.0,1654,4818.848141
21.0,1669,4830.858899
18.0,1874,4844.190398
20.0,1752,4856.946422
20.0,1806,4870.37478
21.0,1653,4882.244693
21.0,1646,4894.003901
21.0,1651,4906.144534
21.0,1649,4919.756955
21.0,1654,4933.521941
20.0,1762,4947.331815
20.0,1724,4959.867444
20.0,1795,4972.55459
18.0,1770,4985.121217
21.0,1667,4996.943292
19.0,1732,5009.107783
21.0,1671,5020.806242
19.0,1855,5034.03346
21.0,1649,5045.427617
19.0,1858,5058.588277
21.0,1669,5070.651747
21.0,1652,5082.750767
