# {"t_start": 1586298803.5731907, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,155,2.696197
0.0,123,3.412649
3.0,217,5.926711
1.0,173,7.564671
4.0,301,11.249943
1.0,175,12.850811
1.0,157,14.42238
0.0,129,15.851003
0.0,127,17.341986
0.0,127,18.814273
0.0,129,19.698338
5.0,326,23.868312
2.0,202,25.931034
0.0,129,27.446121
0.0,129,28.936606
2.0,202,31.617027
4.0,297,35.02424
9.0,404,39.872828
0.0,129,41.351816
0.0,129,42.88676
1.0,155,44.60134
2.0,202,46.656492
0.0,127,48.174757
9.0,425,53.348687
0.0,129,54.888311
0.0,127,56.459289
0.0,129,58.427029
2.0,200,60.538005
1.0,174,62.977607
0.0,129,64.548306
10.0,433,69.570278
2.0,202,72.080362
1.0,174,74.686371
8.0,374,78.700727
4.0,319,82.748682
1.0,173,84.594013
3.0,248,87.588181
3.0,268,90.735099
0.0,127,92.261639
5.0,350,96.02629
1.0,173,98.385202
5.0,350,102.084657
6.0,401,106.908829
2.0,227,110.119741
9.0,382,114.951204
0.0,129,116.401942
0.0,127,117.854694
1.0,159,119.597075
2.0,223,121.711116
1.0,157,123.371068
5.0,350,127.618105
2.0,187,129.582591
1.0,157,131.829657
0.0,129,132.674886
3.0,216,135.375963
10.0,429,140.30476
2.0,224,143.148969
7.0,250,146.040146
11.0,487,151.304071
0.0,129,152.760646
9.0,496,158.687197
12.0,519,164.811708
4.0,267,167.869445
5.0,311,171.179232
13.0,552,178.074786
10.0,531,184.138128
6.0,324,187.533778
5.0,327,191.021896
9.0,326,195.045065
12.0,550,201.291845
3.0,253,204.244283
3.0,217,206.905799
8.0,434,211.783866
19.0,674,219.456965
8.0,298,222.72701
19.0,701,231.231646
9.0,344,234.824984
6.0,337,239.00787
10.0,339,242.576607
7.0,248,245.465538
5.0,352,249.745643
11.0,414,254.48584
6.0,386,259.006243
6.0,361,262.725548
12.0,320,266.775575
13.0,473,271.882236
9.0,464,277.607783
14.0,557,283.924864
11.0,271,287.017288
25.0,778,296.138761
25.0,814,305.597648
13.0,370,310.027179
8.0,407,314.781035
11.0,271,317.848388
11.0,405,322.533621
8.0,425,328.035525
13.0,599,334.684673
18.0,598,342.02162
10.0,471,347.620501
12.0,432,353.120478
17.0,756,363.248546
25.0,556,370.365581
6.0,345,374.088394
15.0,435,379.014821
10.0,510,385.118653
11.0,543,391.444973
13.0,495,397.42805
14.0,554,403.862978
18.0,582,411.072015
14.0,573,417.621016
11.0,576,424.831579
9.0,439,429.826478
23.0,578,436.524784
11.0,548,442.910326
17.0,604,450.343376
8.0,422,455.259264
6.0,364,459.686674
14.0,520,465.887089
19.0,704,474.147411
13.0,642,481.896497
12.0,581,489.237754
15.0,748,497.799047
18.0,723,506.756379
11.0,516,512.907087
19.0,663,520.825769
14.0,574,527.767826
15.0,576,535.089288
23.0,717,543.416116
12.0,493,549.502219
27.0,731,558.620485
11.0,580,565.360467
13.0,482,571.3459
14.0,638,579.149659
17.0,508,584.717445
24.0,940,596.696827
11.0,577,603.447951
15.0,556,609.975734
14.0,662,617.971525
18.0,668,625.883232
20.0,633,633.642303
6.0,321,637.857643
8.0,426,642.757645
35.0,724,651.251238
15.0,697,660.135949
21.0,828,670.003836
18.0,597,677.54828
10.0,505,683.111175
10.0,485,689.195891
13.0,664,697.228082
25.0,643,705.133138
27.0,800,714.817636
11.0,539,721.258736
14.0,685,730.072748
22.0,716,738.504826
14.0,574,745.830328
16.0,712,754.174061
28.0,763,763.591588
24.0,781,773.173275
12.0,565,779.889817
11.0,565,786.564962
25.0,803,796.983122
13.0,510,802.632322
19.0,666,811.283701
24.0,773,820.188353
12.0,586,827.626885
22.0,824,837.484827
13.0,582,844.84539
15.0,554,851.374475
31.0,745,860.728273
24.0,786,870.355475
