# {"t_start": 1586298803.5421696, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,1.907465
4.0,277,4.842448
3.0,232,7.467259
2.0,202,9.929472
0.0,129,11.259946
2.0,202,13.067187
3.0,253,15.932959
3.0,271,19.11728
6.0,399,23.852224
7.0,448,29.067544
9.0,380,33.68996
2.0,202,36.397305
0.0,125,37.237938
5.0,350,41.687094
0.0,127,43.181777
2.0,202,45.278984
0.0,125,46.728169
3.0,248,49.761618
0.0,125,51.303503
0.0,129,52.895171
4.0,299,56.442038
0.0,129,58.409798
0.0,127,59.957831
7.0,427,65.055075
2.0,202,67.746252
2.0,202,69.771457
5.0,350,74.770071
0.0,129,76.24715
9.0,404,81.048926
0.0,129,82.518802
5.0,350,86.310439
3.0,212,89.026843
2.0,202,91.081565
2.0,202,93.768951
3.0,230,95.992226
3.0,219,98.688329
1.0,173,100.487004
1.0,155,102.141592
5.0,344,106.449668
2.0,204,108.700354
6.0,401,113.944171
0.0,129,115.394456
2.0,228,118.212079
10.0,451,123.263273
3.0,268,126.324266
4.0,264,129.443961
10.0,433,134.948861
12.0,530,141.27053
7.0,411,145.987709
3.0,230,148.121594
13.0,550,155.096387
1.0,176,156.925719
2.0,189,158.779389
11.0,476,164.576571
2.0,227,166.724212
4.0,266,169.74424
6.0,305,173.670662
11.0,472,178.721854
14.0,362,183.025998
12.0,521,189.026966
3.0,216,191.713577
8.0,297,194.919828
18.0,676,202.722453
12.0,622,210.083351
10.0,394,214.615301
9.0,521,220.666468
18.0,625,227.45165
11.0,513,233.412663
9.0,365,237.816651
14.0,573,244.249052
6.0,359,248.616872
14.0,557,254.998531
17.0,598,262.245951
11.0,615,269.626364
13.0,335,273.166541
7.0,456,278.796208
6.0,384,282.665801
7.0,407,287.33517
9.0,514,293.348485
20.0,627,300.799934
5.0,293,304.073537
11.0,271,307.172614
15.0,499,313.145307
12.0,549,319.533244
17.0,642,327.163209
7.0,394,331.788076
7.0,417,336.529457
10.0,363,340.918242
16.0,531,347.559072
9.0,440,353.104856
5.0,329,357.639039
10.0,535,364.579384
11.0,428,369.515037
12.0,578,376.81741
17.0,642,384.499574
13.0,622,391.353185
10.0,484,397.267642
16.0,649,405.015736
13.0,382,409.534666
12.0,596,416.267213
19.0,594,423.579147
15.0,585,430.30398
9.0,476,436.181863
13.0,522,442.402128
11.0,565,448.920428
9.0,500,455.015097
13.0,624,462.691679
14.0,569,469.211977
17.0,695,477.406865
13.0,587,484.749398
12.0,534,491.167286
14.0,637,498.869925
12.0,618,506.419222
23.0,786,515.81843
14.0,516,522.050479
9.0,326,525.872699
10.0,492,531.913836
11.0,558,538.459716
12.0,496,544.546926
11.0,409,549.385488
13.0,470,554.661107
21.0,637,562.466531
20.0,743,571.674849
11.0,425,576.653175
11.0,530,582.957134
17.0,584,590.419005
12.0,605,597.340825
12.0,493,603.447008
16.0,751,612.689821
15.0,712,621.050649
11.0,498,627.070756
19.0,714,635.458538
14.0,586,642.846637
13.0,565,649.508786
12.0,580,656.872025
25.0,792,666.482401
11.0,412,671.39379
20.0,657,679.337928
13.0,617,687.035626
12.0,474,692.365835
10.0,358,696.84428
18.0,678,705.013643
16.0,647,712.901637
18.0,646,720.808105
24.0,725,729.263908
9.0,328,733.5714
15.0,535,739.985853
50.0,862,750.710171
17.0,496,756.211426
21.0,418,761.753993
16.0,658,769.807139
18.0,527,776.210133
17.0,492,781.697886
22.0,633,789.565715
18.0,709,798.595512
14.0,574,805.367534
16.0,670,813.409319
12.0,322,817.043631
12.0,489,823.107916
17.0,653,831.114418
23.0,773,840.494702
34.0,776,849.934941
23.0,771,859.478708
21.0,901,870.624689
12.0,594,877.505279
14.0,610,885.137904
10.0,524,891.477537
15.0,562,898.09574
21.0,607,905.734982
15.0,575,912.550776
18.0,636,920.380996
20.0,580,927.782062
9.0,491,933.287897
10.0,471,939.251766
29.0,757,948.737108
19.0,800,958.6344
26.0,815,968.499748
15.0,661,976.569562
13.0,576,984.030421
24.0,818,993.852429
15.0,583,1000.771378
25.0,745,1010.066679
18.0,673,1018.223011
19.0,574,1025.605158
24.0,841,1035.709754
17.0,660,1043.714527
17.0,702,1052.040242
24.0,671,1060.782013
15.0,666,1068.916377
22.0,747,1077.666683
16.0,627,1085.474719
16.0,737,1094.672204
22.0,604,1101.664618
23.0,729,1110.854652
37.0,914,1122.109129
30.0,764,1131.653396
21.0,878,1142.681486
41.0,881,1153.115738
23.0,815,1163.521996
19.0,789,1173.168502
22.0,714,1181.705349
3.0,231,1184.6464
21.0,566,1191.41464
13.0,614,1199.16771
6.0,323,1202.794711
16.0,537,1209.34206
20.0,820,1219.846712
24.0,993,1232.013636
8.0,447,1237.829728
42.0,1152,1252.22937
15.0,588,1259.137861
26.0,877,1270.316017
37.0,860,1280.515121
28.0,954,1292.656539
24.0,792,1302.258336
39.0,974,1313.918209
15.0,693,1322.870492
32.0,938,1334.360717
48.0,1310,1350.751435
29.0,921,1362.946011
50.0,1041,1375.799633
24.0,734,1385.075431
23.0,727,1393.566363
22.0,584,1401.014211
16.0,734,1409.567156
19.0,664,1418.300591
24.0,645,1425.633642
20.0,752,1435.006131
33.0,867,1445.836366
23.0,685,1454.067455
18.0,513,1460.379094
34.0,993,1472.764413
22.0,666,1480.782075
59.0,1175,1495.233575
30.0,826,1505.1903
17.0,575,1512.57208
25.0,888,1522.951461
32.0,833,1533.622948
15.0,673,1541.728492
30.0,1018,1554.322523
29.0,1040,1567.111247
35.0,1019,1579.760721
34.0,979,1591.430444
43.0,1293,1607.27993
26.0,783,1616.910392
39.0,974,1629.201706
39.0,812,1638.935694
33.0,972,1650.578959
54.0,1241,1666.160314
29.0,870,1677.045692
18.0,749,1685.74681
18.0,663,1693.833558
13.0,650,1701.75231
25.0,811,1712.249894
