# {"t_start": 1586298803.6585798, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,175,2.742672
2.0,202,4.553325
0.0,129,5.913192
0.0,129,7.261218
0.0,129,8.631843
0.0,127,10.012021
0.0,129,11.318166
2.0,200,13.101662
2.0,203,15.586496
1.0,157,17.328596
0.0,125,18.780418
0.0,127,19.668568
3.0,246,22.629578
0.0,129,24.120815
0.0,129,25.575147
1.0,155,27.280191
0.0,127,28.7695
0.0,129,30.24931
4.0,321,33.919131
0.0,129,35.425358
2.0,218,38.179319
6.0,355,42.674153
0.0,127,43.557338
0.0,129,45.054984
1.0,155,46.770145
2.0,208,49.452887
7.0,446,54.899714
3.0,248,58.484031
10.0,453,64.39785
0.0,127,65.28691
11.0,484,71.721526
0.0,125,73.341898
5.0,311,76.851886
0.0,129,78.387429
5.0,350,82.694537
0.0,127,84.173913
0.0,127,85.66296
0.0,127,86.54214
0.0,127,88.008941
0.0,129,89.497744
1.0,176,91.944541
2.0,206,94.029674
2.0,205,96.691263
2.0,200,98.64724
0.0,127,100.077816
2.0,202,102.107675
6.0,378,106.708062
1.0,153,108.492063
1.0,157,110.779791
0.0,127,112.198139
2.0,187,114.682246
9.0,404,119.432151
6.0,394,124.018314
0.0,129,125.477715
10.0,454,130.585613
7.0,423,135.407497
7.0,250,138.388901
0.0,129,139.875891
13.0,549,146.24707
5.0,311,149.627487
5.0,346,153.848696
5.0,310,157.277875
12.0,548,163.585862
4.0,268,166.629885
4.0,280,170.339664
2.0,221,172.428972
15.0,617,179.749031
8.0,441,184.592121
4.0,241,187.392135
2.0,224,190.142506
13.0,525,196.208094
7.0,248,198.463332
8.0,464,204.126547
8.0,279,207.271491
11.0,271,210.323593
6.0,384,214.768589
3.0,249,217.636689
8.0,298,220.900083
3.0,235,223.667007
5.0,348,227.264802
22.0,694,235.807281
4.0,279,238.969382
16.0,573,245.406364
16.0,575,251.969075
11.0,557,258.880823
14.0,534,265.094679
14.0,568,271.504847
12.0,586,278.706495
14.0,507,284.072962
21.0,699,292.624249
13.0,611,299.366586
12.0,563,306.420374
13.0,550,312.748857
9.0,510,318.853026
13.0,493,324.836713
7.0,410,329.510092
11.0,573,336.043029
14.0,599,343.381075
17.0,550,350.296741
21.0,726,359.846432
9.0,478,365.951738
7.0,360,370.399541
9.0,510,375.931362
17.0,553,382.958749
11.0,527,389.14103
13.0,333,392.746405
13.0,565,399.878494
9.0,351,403.555475
15.0,533,409.799318
9.0,457,415.505607
22.0,727,423.800961
8.0,297,427.162053
11.0,499,433.198302
9.0,404,437.962751
19.0,611,445.420866
13.0,522,451.656053
11.0,271,454.798593
9.0,467,460.022288
11.0,548,467.090035
11.0,423,471.995803
6.0,349,475.69756
9.0,432,481.265594
15.0,529,487.614942
14.0,419,492.536917
9.0,478,498.428329
14.0,668,506.3705
9.0,326,509.940332
17.0,635,517.607478
7.0,356,522.025544
10.0,381,526.230997
8.0,387,530.866899
10.0,530,537.213539
23.0,755,546.477573
12.0,593,553.896128
16.0,648,561.829789
22.0,759,570.492168
10.0,395,575.238728
15.0,689,583.998929
9.0,470,589.341096
10.0,377,593.98119
15.0,578,601.314312
17.0,646,608.555283
13.0,629,616.313392
9.0,440,621.951287
13.0,616,628.884779
11.0,526,635.210215
18.0,656,643.17838
16.0,446,648.876226
11.0,507,655.111925
17.0,732,663.62627
20.0,629,671.428979
13.0,561,678.020008
17.0,634,685.828932
7.0,394,690.594642
16.0,516,696.874492
14.0,622,704.592239
22.0,654,712.544869
13.0,465,717.832715
15.0,452,723.639506
14.0,652,731.590509
22.0,836,741.549831
