# {"t_start": 1587164356.8304603, "env_id": "MiniGrid-Empty-8x8-v0"} 
r,l,t
0,256,4.574281
0,256,6.320498
0,256,8.064974
0,256,9.785774
0,256,11.539758
0.567578,123,12.416025
0,256,14.162052
0.803125,56,14.73096
0.303906,198,15.906135
0,256,17.64378
0.226562,220,19.220405
0.356641,183,20.590613
0,256,22.341283
0.732812,76,22.697801
0.883984,33,22.83413
0.785547,61,23.432414
0.609766,111,24.234346
0.286328,203,25.438853
0.862891,39,25.940127
0.883984,33,26.085736
0.279297,205,27.558419
0,256,29.341663
0.641406,102,29.800172
0.834766,47,30.318312
0.862891,39,30.487034
0.852344,42,30.664463
0.813672,53,31.209732
0.753906,70,31.50618
0.919141,23,31.613524
0.880469,34,32.111609
0.595703,115,32.925295
0.419922,165,33.958828
0.824219,50,34.167835
0.535937,132,35.079183
0.876953,35,35.554171
0.813672,53,35.779405
0.216016,223,37.414412
0.532422,133,38.273624
0.462109,153,39.23888
0.894531,30,39.364439
0.398828,171,40.748606
0.767969,66,41.054732
0.947266,15,41.116583
0.658984,97,41.831634
0.332031,190,42.962821
0.455078,155,44.24
0.251172,213,45.514552
0.430469,162,46.822331
0.736328,75,47.185894
0.940234,17,47.26056
0.739844,74,47.915583
0.778516,63,48.184344
0.866406,38,48.673575
0.796094,58,48.918753
0.701172,85,49.58999
0.15625,240,51.272033
0.929688,20,51.373703
0.532422,133,52.273669
0.789062,60,52.523861
0.933203,19,52.60339
0.339062,188,54.06899
0,256,55.798635
0.83125,48,56.000807
0.746875,72,56.630988
0.476172,149,57.593887
0.919141,23,57.691066
0.528906,134,58.593534
0.8875,32,59.033505
0.876953,35,59.225952
0.384766,175,60.301879
0.778516,63,60.898236
0.588672,117,61.712667
0.648438,100,62.174805
0.919141,23,62.567831
0.898047,29,62.713105
0.500781,142,63.64399
0.729297,77,63.967701
0.655469,98,64.695974
0.613281,110,65.492567
0.901563,28,65.608148
0.940234,17,65.681202
0.94375,16,66.050354
0.71875,80,66.391967
0.644922,101,67.164361
0.557031,126,68.058426
0,256,69.827057
0.926172,21,69.912639
0.859375,40,70.086519
0,256,71.858208
0.901563,28,72.323217
0.915625,24,72.435794
0.827734,49,72.647084
0.648438,100,73.405204
0.595703,115,74.273019
